Cluster,0,1,total_transactions,Fraud_Amount,Min_Amount,Max_Amount,Avg_Amount,Std_Amount,25%_Amount,50%_Amount,75%_Amount,95%_Amount
1850,130,0,130,0.0,0.76,247.91,7.11,26.66,0.76,1.0,1.0,52.9
1891,126,0,126,0.0,1.0,181.78,28.99,32.05,7.18,16.34,39.77,94.75
1639,123,1,124,0.76,0.76,219.88,6.44,29.73,0.76,1.0,1.0,1.0
1882,112,0,112,0.0,0.74,99.99,5.19,16.06,0.89,1.0,3.77,10.44
427,109,0,109,0.0,0.8,255.68,26.86,43.02,7.49,14.95,28.95,102.9
1537,99,0,99,0.0,0.32,183.1,22.39,32.51,4.64,8.62,25.1,84.91
1379,96,0,96,0.0,0.01,293.68,37.39,50.95,7.46,14.61,49.3,148.5
459,96,0,96,0.0,0.77,100.0,14.05,17.66,2.69,8.91,16.98,49.99
600,94,0,94,0.0,0.89,259.9,26.31,45.84,2.91,9.83,24.42,120.51
1051,90,1,91,19.95,11.0,390.0,54.85,57.44,19.97,30.0,65.0,159.0
565,85,0,85,0.0,0.44,236.6,33.38,55.92,1.98,8.99,40.0,173.78
1351,85,0,85,0.0,0.01,407.92,57.69,78.74,9.2,28.75,78.26,198.73
472,74,0,74,0.0,0.02,405.32,68.9,90.61,14.21,29.99,70.85,289.51
1049,73,0,73,0.0,10.0,199.0,48.03,46.62,19.95,29.99,49.99,181.0
319,69,0,69,0.0,1.55,128.25,13.98,16.02,11.85,11.85,11.85,11.85
431,67,0,67,0.0,0.99,135.0,23.61,25.85,4.49,19.0,35.28,68.86
444,67,0,67,0.0,0.95,339.0,76.07,75.49,21.11,55.53,101.47,233.85
1677,65,0,65,0.0,2.0,137.42,34.08,33.02,11.84,21.0,42.42,121.11
908,65,0,65,0.0,2.9,158.0,28.53,29.84,12.0,19.6,28.4,86.4
421,65,0,65,0.0,0.89,235.28,15.86,36.21,1.0,1.0,14.9,74.12
1804,63,0,63,0.0,1.0,5.0,2.84,1.86,1.0,4.0,5.0,5.0
443,62,0,62,0.0,2.1,280.47,48.0,56.64,15.0,24.92,69.93,153.5
484,61,0,61,0.0,1.04,379.0,70.02,74.02,25.96,40.0,90.0,210.0
416,58,0,58,0.0,0.96,14.95,6.17,4.61,2.12,2.22,11.27,11.27
1181,57,0,57,0.0,1.0,189.0,47.83,39.33,19.95,34.99,69.56,109.19
1160,54,0,54,0.0,0.02,158.1,30.02,27.22,14.7,24.99,39.67,80.67
910,53,0,53,0.0,2.0,125.29,31.96,28.6,10.0,20.0,53.95,78.53
1794,51,0,51,0.0,1.97,220.82,45.65,48.46,9.99,26.47,59.64,144.03
475,49,0,49,0.0,3.48,405.1,120.81,111.03,28.0,96.0,158.0,359.06
446,49,0,49,0.0,0.89,100.0,14.7,18.88,2.99,8.99,15.95,38.78
619,48,0,48,0.0,0.89,114.2,13.33,23.15,1.93,3.82,13.38,51.76
1736,47,0,47,0.0,1.0,180.0,21.69,45.41,1.0,1.0,3.07,120.0
1851,46,0,46,0.0,7.72,154.23,36.95,41.0,12.31,12.31,29.56,131.41
1577,45,0,45,0.0,0.68,89.99,11.5,25.79,0.89,1.79,4.99,89.99
425,44,0,44,0.0,0.01,175.89,37.03,39.11,6.99,27.45,50.79,112.56
1572,43,0,43,0.0,0.75,44.99,2.77,7.0,0.89,1.0,1.79,3.59
445,43,0,43,0.0,3.1,469.04,71.18,102.12,12.0,37.4,73.62,264.54
1359,43,0,43,0.0,1.0,113.21,28.98,28.64,9.04,23.72,37.86,95.64
1080,42,0,42,0.0,14.0,194.34,68.01,38.26,42.03,59.8,85.36,120.99
1588,42,0,42,0.0,0.01,105.64,26.84,26.6,10.43,17.66,32.29,99.97
1782,41,0,41,0.0,1.0,61.6,3.13,10.25,1.0,1.0,1.0,1.0
1163,40,0,40,0.0,1.0,126.75,20.95,24.6,11.5,15.0,18.71,85.3
424,40,0,40,0.0,0.89,125.42,9.8,20.9,1.98,1.98,8.02,28.58
1770,40,0,40,0.0,1.0,156.72,33.43,38.92,6.6,19.96,39.48,109.6
316,40,0,40,0.0,2.8,550.0,51.68,102.31,11.85,11.85,40.22,178.6
763,38,0,38,0.0,5.0,228.0,45.65,53.44,11.82,22.5,45.22,175.5
1697,38,0,38,0.0,0.0,348.0,118.74,86.27,49.79,118.71,187.65,247.45
1554,38,0,38,0.0,1.0,130.51,33.69,31.25,12.27,23.23,43.7,111.81
453,37,0,37,0.0,0.89,28.2,6.59,5.29,1.98,7.18,8.99,11.79
441,37,0,37,0.0,0.77,57.91,9.46,9.25,2.49,11.27,11.27,12.29
1214,36,0,36,0.0,0.0,270.96,45.42,68.06,7.28,13.92,57.69,212.04
371,36,0,36,0.0,0.89,109.95,13.39,19.86,2.91,8.99,12.99,43.44
1066,36,0,36,0.0,10.0,204.38,56.61,34.93,39.8,49.9,71.22,99.99
1841,35,0,35,0.0,0.95,139.0,35.85,45.09,5.22,11.01,41.22,136.2
547,35,0,35,0.0,1.0,250.0,43.79,67.03,1.0,11.91,41.32,202.46
1339,35,0,35,0.0,0.89,118.57,19.49,26.32,1.98,10.52,24.64,68.49
1552,35,0,35,0.0,1.0,79.0,4.51,13.52,1.0,1.0,1.0,13.87
1569,35,0,35,0.0,0.74,89.99,13.81,27.22,1.0,2.29,8.36,89.99
1706,35,0,35,0.0,9.31,258.76,61.25,75.91,12.31,16.0,92.75,215.42
1345,34,0,34,0.0,0.89,259.18,51.82,70.76,1.98,11.0,72.5,193.12
1654,34,0,34,0.0,0.76,212.5,10.33,38.21,0.76,0.76,0.76,56.75
1099,34,0,34,0.0,1.0,14.9,3.65,3.68,1.58,2.04,3.48,12.61
819,33,0,33,0.0,3.99,155.81,69.07,42.91,32.0,54.0,104.45,142.53
1374,33,0,33,0.0,0.89,179.99,24.56,39.81,1.98,9.99,24.3,98.35
1635,32,0,32,0.0,1.0,179.7,6.87,31.58,1.0,1.0,1.0,5.05
578,31,0,31,0.0,0.76,1.9,0.86,0.22,0.76,0.76,1.0,1.0
1508,30,0,30,0.0,0.76,80.93,18.01,19.91,4.65,12.9,20.83,62.24
576,30,0,30,0.0,0.0,77.17,20.05,20.8,5.05,11.9,27.58,66.85
1568,30,0,30,0.0,0.76,69.38,6.08,14.17,1.0,1.14,2.82,29.23
465,30,0,30,0.0,10.0,261.62,73.71,70.21,19.21,48.74,104.18,217.95
608,29,0,29,0.0,0.76,60.99,8.37,12.83,1.5,3.98,9.99,30.4
1797,27,2,29,35.23,0.76,119.07,6.23,22.37,1.0,1.0,1.0,20.12
1026,28,0,28,0.0,0.95,146.09,55.15,40.81,27.96,45.29,75.21,123.18
789,28,0,28,0.0,15.0,397.5,147.7,87.89,87.32,129.89,185.9,292.04
1680,28,0,28,0.0,1.0,15.2,1.51,2.68,1.0,1.0,1.0,1.0
1532,27,0,27,0.0,0.0,76.03,15.58,16.01,5.52,11.48,21.06,36.26
1780,27,0,27,0.0,0.76,0.76,0.76,0.0,0.76,0.76,0.76,0.76
1117,27,0,27,0.0,19.0,159.0,52.66,32.68,29.45,39.99,76.25,95.02
1864,27,0,27,0.0,4.94,69.97,29.24,18.51,15.0,27.9,38.5,67.9
952,27,0,27,0.0,10.0,709.38,269.49,233.65,61.5,194.38,530.03,615.53
1367,26,0,26,0.0,0.89,62.66,10.42,15.0,2.68,5.49,9.38,45.12
278,26,0,26,0.0,3.7,74.0,13.87,12.43,11.85,11.85,11.85,14.49
1336,26,0,26,0.0,0.0,115.45,27.11,27.34,11.5,18.67,28.75,77.71
1303,26,0,26,0.0,0.0,197.43,28.94,42.05,5.6,13.37,41.36,83.93
1001,25,0,25,0.0,11.13,129.99,66.62,41.86,35.9,45.9,119.95,125.9
611,25,0,25,0.0,0.45,39.98,4.19,7.92,0.77,1.43,4.0,7.93
1176,25,0,25,0.0,1.0,144.7,47.97,39.54,15.0,35.85,72.8,117.72
396,25,0,25,0.0,1.39,188.31,39.72,46.32,16.36,23.0,36.71,144.7
1165,25,0,25,0.0,2.39,124.0,40.92,35.85,12.57,23.53,71.44,99.19
134,25,0,25,0.0,7.86,152.15,53.71,38.81,27.49,48.32,62.59,142.67
1398,25,0,25,0.0,1.0,92.57,6.03,19.27,1.0,1.0,1.0,28.24
374,24,0,24,0.0,0.89,70.11,8.78,14.03,1.99,4.99,9.1,20.13
409,24,0,24,0.0,0.89,156.5,16.22,31.46,4.36,9.49,13.14,44.34
422,23,0,23,0.0,2.49,169.0,38.62,31.69,24.42,36.0,38.25,61.9
1831,23,0,23,0.0,20.0,199.24,78.44,47.97,47.42,62.88,98.54,186.81
241,23,0,23,0.0,2.0,242.02,54.34,63.12,12.83,23.23,80.28,169.57
818,23,0,23,0.0,5.99,229.0,65.42,53.67,32.0,52.0,85.26,185.96
401,22,0,22,0.0,1.0,78.24,7.88,22.09,1.0,1.0,1.0,70.39
593,22,0,22,0.0,19.95,284.94,78.99,73.76,26.49,50.45,106.9,254.38
821,22,0,22,0.0,7.0,659.02,237.37,196.21,115.78,149.89,358.5,615.05
1364,22,0,22,0.0,1.0,56.0,4.04,11.88,1.0,1.0,1.0,12.22
1807,22,0,22,0.0,37.0,411.0,173.33,86.37,114.65,200.0,219.0,280.55
566,21,0,21,0.0,1.5,204.84,50.83,59.63,12.14,23.0,64.72,183.94
846,21,0,21,0.0,2.02,429.95,150.24,91.4,89.99,139.98,179.98,272.06
1811,21,0,21,0.0,4.04,151.48,43.35,42.88,13.82,21.2,64.26,118.2
681,20,0,20,0.0,0.75,139.49,30.83,45.28,4.88,10.29,27.53,127.7
1765,20,0,20,0.0,0.89,100.96,15.16,23.11,1.98,5.08,21.38,37.8
1711,19,1,20,1.0,1.0,50.0,4.56,11.27,1.0,1.0,1.0,17.06
154,19,0,19,0.0,0.89,59.99,18.62,17.83,5.24,14.95,20.1,58.18
508,19,0,19,0.0,0.0,261.52,48.12,77.43,2.48,10.59,66.06,225.22
232,19,0,19,0.0,5.0,20.0,9.26,5.13,5.0,10.0,10.0,20.0
552,19,0,19,0.0,8.99,220.6,52.68,59.87,17.63,24.85,57.97,171.37
554,19,0,19,0.0,1.75,89.0,26.73,22.18,8.7,21.98,33.67,67.35
1784,19,0,19,0.0,9.31,29.56,13.8,5.61,12.31,12.31,12.31,29.56
877,19,0,19,0.0,4.78,210.0,60.64,52.87,17.11,50.0,97.92,123.94
385,18,0,18,0.0,0.89,13.99,3.23,3.07,1.84,1.98,4.4,7.19
835,18,0,18,0.0,24.99,509.95,174.83,147.7,60.25,135.66,254.98,457.26
1162,18,0,18,0.0,2.39,105.4,35.42,29.7,15.0,22.48,48.32,89.76
1801,18,0,18,0.0,1.0,400.0,78.65,111.79,1.82,43.14,91.0,285.25
1606,18,0,18,0.0,0.89,93.25,13.39,21.87,2.38,8.07,12.65,46.66
1738,18,0,18,0.0,0.67,38.45,10.56,12.97,1.66,3.74,14.05,37.22
274,17,0,17,0.0,0.0,282.08,66.77,76.38,4.95,37.92,108.17,177.75
609,17,0,17,0.0,1.0,125.98,23.13,31.69,7.11,14.99,19.67,86.75
1664,17,0,17,0.0,12.31,29.56,16.37,7.54,12.31,12.31,12.31,29.56
1188,17,0,17,0.0,14.0,152.0,51.75,38.64,20.0,29.99,69.0,117.6
1154,17,0,17,0.0,2.5,225.0,50.59,58.12,14.0,25.85,51.23,145.4
1095,17,0,17,0.0,1.0,122.72,24.41,41.52,2.0,4.8,14.9,118.24
1516,17,0,17,0.0,1.0,463.69,124.15,131.37,21.27,94.0,157.76,361.99
1060,17,0,17,0.0,1.0,114.94,14.57,28.98,3.0,3.5,7.1,63.79
1362,16,0,16,0.0,0.89,30.71,9.41,9.22,1.79,7.4,12.92,27.03
623,16,0,16,0.0,2.99,193.88,61.32,55.51,22.95,45.0,94.76,159.49
1187,16,0,16,0.0,4.78,179.5,66.69,50.16,36.18,50.32,73.35,169.26
1558,16,0,16,0.0,1.0,69.0,9.06,20.34,1.0,1.0,1.0,55.5
882,16,0,16,0.0,10.19,309.6,71.79,74.62,20.7,58.76,77.47,194.25
762,16,0,16,0.0,10.0,276.0,71.47,70.46,15.0,52.1,100.44,186.0
1018,16,0,16,0.0,0.95,222.35,63.53,61.41,17.3,41.3,96.2,150.42
340,16,0,16,0.0,9.58,522.4,149.98,149.38,24.35,133.98,201.38,421.05
1823,16,0,16,0.0,1.0,222.3,41.48,59.05,6.86,15.85,46.24,142.75
451,15,0,15,0.0,6.99,69.99,28.55,16.81,16.61,29.82,31.84,54.69
356,15,0,15,0.0,1.51,46.4,22.71,11.63,17.7,22.6,27.39,39.94
449,15,0,15,0.0,9.0,99.99,35.89,25.59,18.22,29.95,47.02,78.99
1094,15,0,15,0.0,1.0,3.0,1.65,0.63,1.0,2.0,2.0,2.51
240,15,0,15,0.0,4.0,20.0,7.6,4.22,5.0,5.0,10.0,13.0
207,15,0,15,0.0,6.21,99.99,81.8,26.33,89.99,89.99,89.99,99.99
1844,15,0,15,0.0,0.85,100.99,20.42,27.22,4.96,10.0,19.98,65.29
1350,15,0,15,0.0,0.78,122.07,38.62,40.81,6.57,27.4,48.66,112.78
237,15,0,15,0.0,1.83,256.38,66.73,75.27,14.58,32.26,79.34,215.79
1416,15,0,15,0.0,0.0,107.28,26.91,32.2,12.21,16.76,20.55,101.16
1863,15,0,15,0.0,3.49,203.9,37.77,53.8,9.3,13.49,33.44,125.76
511,14,0,14,0.0,5.99,229.58,57.64,70.96,14.82,22.66,69.85,206.31
1722,14,0,14,0.0,0.76,47.31,4.27,12.39,1.0,1.0,1.0,17.21
569,14,0,14,0.0,4.18,60.0,22.36,15.96,10.98,19.0,28.67,52.92
326,14,0,14,0.0,0.01,117.99,23.8,37.04,2.26,9.46,15.0,103.37
1696,14,0,14,0.0,200.0,755.38,333.21,153.98,211.75,302.5,388.25,584.74
377,14,0,14,0.0,0.89,35.39,8.71,8.37,5.99,8.48,9.73,18.88
1668,14,0,14,0.0,4.29,104.3,30.97,34.21,9.53,13.55,48.39,93.95
1447,14,0,14,0.0,1.5,34.0,11.57,7.83,8.94,8.98,12.12,23.59
1330,14,0,14,0.0,0.89,148.84,42.32,58.52,1.98,4.19,84.57,138.43
1750,14,0,14,0.0,0.0,279.2,144.81,72.0,111.06,137.78,172.07,270.41
851,14,0,14,0.0,13.7,104.45,50.49,35.3,18.96,43.38,81.1,104.45
529,14,0,14,0.0,1.0,43.5,10.92,15.71,1.0,1.0,16.74,38.53
145,13,0,13,0.0,2.12,130.0,23.09,32.84,11.27,12.99,19.9,70.14
1911,13,0,13,0.0,10.99,100.0,76.13,35.07,40.88,100.0,100.0,100.0
990,13,0,13,0.0,10.0,170.0,77.91,61.62,24.0,70.0,129.0,162.8
1406,13,0,13,0.0,1.52,74.91,27.15,24.59,9.43,20.0,34.64,74.57
287,13,0,13,0.0,3.79,98.61,34.1,28.65,15.13,19.99,40.54,81.32
1352,13,0,13,0.0,0.99,192.88,53.61,67.01,3.59,11.97,76.48,168.94
297,13,0,13,0.0,0.17,96.84,49.54,30.64,30.37,53.73,53.89,96.31
1385,13,0,13,0.0,2.28,66.61,18.68,17.56,11.49,11.5,23.0,51.24
643,13,0,13,0.0,2.04,127.87,33.44,43.21,5.66,12.74,34.1,118.77
1555,13,0,13,0.0,1.0,25.29,10.57,9.41,1.0,7.25,19.95,23.73
28,4,9,13,921.69,0.76,360.0,87.01,121.15,2.0,19.02,130.21,306.0
1798,13,0,13,0.0,0.76,1.0,0.96,0.09,1.0,1.0,1.0,1.0
579,13,0,13,0.0,6.84,104.92,50.16,34.58,18.06,48.52,75.0,99.75
1286,13,0,13,0.0,0.76,0.76,0.76,0.0,0.76,0.76,0.76,0.76
1725,13,0,13,0.0,0.05,88.24,24.18,25.16,5.46,19.99,30.31,65.28
1487,13,0,13,0.0,0.0,113.34,30.63,36.92,8.6,14.45,39.0,107.62
1334,13,0,13,0.0,0.0,74.15,29.76,23.97,11.4,22.06,54.91,63.24
1072,13,0,13,0.0,0.76,11.02,5.85,3.41,3.7,5.48,8.32,10.61
1370,13,0,13,0.0,1.29,18.49,7.22,4.74,4.49,7.99,9.27,13.68
615,12,0,12,0.0,0.89,80.06,34.26,34.11,5.6,14.71,77.37,78.93
664,12,0,12,0.0,0.0,328.0,69.46,111.14,4.86,10.38,73.68,293.62
151,12,0,12,0.0,0.77,49.0,7.62,13.67,0.89,1.67,7.11,29.3
1802,12,0,12,0.0,29.7,344.07,132.46,113.16,57.1,81.94,172.36,326.29
1865,12,0,12,0.0,3.06,44.9,22.67,13.42,11.36,20.45,34.34,41.43
524,12,0,12,0.0,0.68,7.7,2.62,2.71,0.77,0.81,4.03,7.7
1766,12,0,12,0.0,0.76,59.7,21.39,19.14,4.68,22.5,28.62,54.11
372,12,0,12,0.0,1.16,128.85,26.71,38.24,1.98,9.43,38.67,92.35
433,12,0,12,0.0,0.23,39.0,20.15,12.18,14.95,15.95,21.71,39.0
226,12,0,12,0.0,0.0,119.0,40.72,39.43,13.78,24.58,50.63,116.46
1237,12,0,12,0.0,1.0,400.0,127.12,106.71,75.1,99.8,147.25,303.75
1086,12,0,12,0.0,13.99,79.98,32.79,20.57,19.95,25.4,31.21,74.49
1015,12,0,12,0.0,77.5,248.0,135.58,59.53,79.0,138.75,162.5,232.6
911,11,0,11,0.0,3.0,150.0,55.69,52.85,14.5,34.0,84.42,146.45
1089,11,0,11,0.0,0.0,98.99,29.02,29.71,8.04,23.84,42.46,76.94
515,11,0,11,0.0,1.15,299.98,107.76,103.43,27.5,60.86,174.26,274.16
231,11,0,11,0.0,7.44,233.46,95.96,77.72,31.99,85.9,152.28,211.23
1710,11,0,11,0.0,0.76,0.76,0.76,0.0,0.76,0.76,0.76,0.76
1423,11,0,11,0.0,0.0,118.85,21.86,38.43,1.9,5.0,14.22,95.84
181,11,0,11,0.0,3167.74,4457.43,3543.66,395.27,3300.73,3425.0,3596.72,4268.86
795,11,0,11,0.0,10.0,200.0,57.26,51.36,34.98,40.0,62.5,137.5
279,11,0,11,0.0,11.85,42.0,15.22,8.99,11.85,11.85,13.58,28.65
1693,11,0,11,0.0,9.49,401.2,154.07,147.28,48.82,61.8,236.54,399.1
860,11,0,11,0.0,20.0,127.3,64.36,41.78,30.0,50.0,97.35,126.15
1022,11,0,11,0.0,5.54,203.42,94.28,68.61,51.25,62.9,142.25,199.21
393,11,0,11,0.0,7.55,15.0,12.0,1.7,12.16,12.16,12.16,13.58
876,11,0,11,0.0,11.3,239.96,112.45,69.7,64.98,109.98,147.94,219.96
264,11,0,11,0.0,1.21,128.3,25.26,38.4,6.38,11.34,18.77,96.37
584,11,0,11,0.0,5.91,139.61,36.08,38.71,12.4,16.71,45.76,99.28
496,11,0,11,0.0,3.5,82.73,42.51,23.72,25.84,41.35,59.0,75.87
261,11,0,11,0.0,0.9,37.93,10.87,9.73,6.66,8.66,11.74,25.48
252,11,0,11,0.0,1.1,246.68,98.35,87.73,34.9,56.65,163.85,233.81
1050,10,0,10,0.0,5.95,152.52,66.24,50.9,27.67,57.0,96.72,142.39
471,10,0,10,0.0,1.48,117.98,27.8,35.98,6.48,12.36,39.4,87.48
677,10,0,10,0.0,37.5,302.0,119.27,77.07,75.55,101.0,125.5,252.05
351,10,0,10,0.0,0.76,54.67,17.84,21.61,1.25,7.48,27.49,54.37
1064,10,0,10,0.0,10.0,368.0,149.68,119.1,45.56,128.25,213.5,334.27
437,10,0,10,0.0,0.99,335.5,71.03,103.28,11.84,21.49,83.0,248.62
1259,10,0,10,0.0,0.77,9.99,4.58,3.41,2.15,3.81,7.64,9.52
141,10,0,10,0.0,6.7,37.91,13.94,8.58,11.85,11.85,11.85,26.18
482,10,0,10,0.0,20.0,658.2,251.38,258.92,36.95,124.98,471.67,631.6
568,10,0,10,0.0,0.77,38.52,7.99,11.76,0.97,2.5,9.41,27.93
1265,10,0,10,0.0,886.0,1398.0,1127.61,176.21,1000.5,1055.2,1282.3,1371.58
603,10,0,10,0.0,0.89,11.96,2.19,3.48,0.89,0.89,0.97,7.79
1244,10,0,10,0.0,0.74,8.99,2.92,3.01,0.9,1.14,4.4,8.09
595,10,0,10,0.0,7.5,50.0,27.03,17.91,11.5,22.53,42.81,50.0
1230,10,0,10,0.0,0.89,99.99,77.18,40.44,89.99,94.99,99.99,99.99
1344,10,0,10,0.0,0.76,105.86,26.99,37.09,1.0,9.73,30.8,94.22
1871,10,0,10,0.0,0.76,99.95,39.35,31.86,17.02,34.94,61.13,85.34
397,10,0,10,0.0,7.25,226.5,69.13,79.87,10.52,17.09,119.32,198.19
1800,10,0,10,0.0,25.0,479.94,155.01,141.91,55.89,120.96,182.32,402.57
222,10,0,10,0.0,0.0,242.8,51.4,81.87,2.69,8.22,48.75,201.94
883,10,0,10,0.0,8.0,260.0,86.75,85.93,30.5,63.0,80.92,243.8
303,10,0,10,0.0,14.0,106.67,41.83,28.17,17.5,42.39,49.12,85.67
408,10,0,10,0.0,4.0,39.0,23.88,13.5,15.95,15.95,39.0,39.0
590,10,0,10,0.0,10.0,237.63,59.54,69.72,17.38,33.36,76.36,175.7
1356,10,0,10,0.0,3.59,73.0,36.32,24.15,17.04,33.84,56.34,69.4
1612,10,0,10,0.0,700.0,1427.0,1051.85,216.06,964.22,1041.4,1202.76,1344.84
968,9,0,9,0.0,1385.0,2151.0,1752.67,248.95,1600.0,1691.0,1944.0,2090.6
1789,9,0,9,0.0,7.38,99.1,54.64,37.43,17.43,68.98,87.45,96.86
777,9,0,9,0.0,74.0,214.0,149.18,50.6,110.6,158.0,180.0,209.2
836,9,0,9,0.0,15.17,337.6,141.94,107.53,64.1,140.49,156.98,314.71
749,9,0,9,0.0,15.0,131.33,55.84,44.45,15.0,40.0,72.0,127.37
1573,9,0,9,0.0,6.27,262.7,59.73,77.75,29.99,39.11,51.84,178.92
786,9,0,9,0.0,9.08,169.11,59.93,60.15,14.0,28.0,68.89,161.43
838,9,0,9,0.0,25.0,209.9,111.84,75.28,34.39,109.0,188.85,208.54
1594,9,0,9,0.0,9.88,109.31,45.89,43.78,15.43,20.01,101.0,106.28
1591,9,0,9,0.0,4.71,117.99,17.96,37.52,4.71,5.89,6.05,73.21
773,9,0,9,0.0,11.35,403.05,185.25,137.97,66.12,189.4,279.05,367.0
813,9,0,9,0.0,17.1,159.14,59.14,49.18,27.6,35.0,96.0,137.26
130,9,0,9,0.0,5.0,270.37,44.73,85.05,10.0,15.95,26.8,173.82
1445,9,0,9,0.0,3.03,16.0,10.36,3.28,10.59,10.62,10.62,13.85
477,9,0,9,0.0,1.0,89.0,25.82,34.44,1.5,2.0,58.0,78.6
210,9,0,9,0.0,0.89,99.0,36.0,33.39,7.99,30.12,53.71,87.4
1873,9,0,9,0.0,1.0,20.0,6.42,7.88,1.0,4.0,5.0,20.0
1253,9,0,9,0.0,4.99,257.4,123.78,105.58,48.0,60.5,234.0,255.72
1278,9,0,9,0.0,12.91,75.64,38.68,21.84,27.62,29.79,51.69,71.72
381,9,0,9,0.0,5.0,201.91,42.53,65.59,9.49,9.99,44.99,155.71
1332,9,0,9,0.0,65.68,409.23,178.43,114.57,84.05,142.51,208.36,366.11
1426,9,0,9,0.0,1.0,66.38,27.6,24.64,11.0,16.94,45.49,64.36
16,0,9,9,930.28,0.0,648.0,103.36,212.13,0.83,1.0,111.7,450.18
1354,9,0,9,0.0,0.89,115.0,24.04,36.55,5.0,9.99,23.16,86.12
1365,9,0,9,0.0,1.99,210.21,46.59,70.79,10.82,15.93,22.39,173.44
386,9,0,9,0.0,1.0,251.91,50.72,79.3,7.38,19.57,36.0,183.6
1392,9,0,9,0.0,0.01,198.0,39.45,64.05,5.16,17.66,22.79,150.4
1397,9,0,9,0.0,0.99,3.11,1.55,0.75,1.0,1.0,1.79,2.76
156,9,0,9,0.0,1.0,151.0,29.07,47.23,9.35,11.45,26.26,105.9
1712,9,0,9,0.0,0.77,7.68,3.2,2.69,0.92,2.31,3.84,7.53
562,9,0,9,0.0,0.76,0.76,0.76,0.0,0.76,0.76,0.76,0.76
1827,9,0,9,0.0,10.7,58.31,19.16,15.79,12.31,12.31,12.31,46.81
642,9,0,9,0.0,1.0,70.25,38.62,25.35,29.66,41.21,53.72,70.15
1040,9,0,9,0.0,136.0,750.0,380.44,209.52,250.0,300.0,500.0,710.0
