Cluster,0,1,total_transactions,Fraud_Amount,Min_Amount,Max_Amount,Avg_Amount,Std_Amount,25%_Amount,50%_Amount,75%_Amount,95%_Amount
485,49,0,49,0.0,3.48,405.1,120.81,111.03,28.0,96.0,158.0,359.06
621,49,0,49,0.0,0.89,89.99,9.97,15.18,2.28,5.99,9.99,33.68
1665,46,0,46,0.0,1.0,603.06,99.27,145.08,3.92,46.98,114.11,435.89
958,45,0,45,0.0,2.9,80.0,20.23,14.96,10.0,15.0,25.66,37.92
1677,45,0,45,0.0,0.68,89.99,11.5,25.79,0.89,1.79,4.99,89.99
429,44,0,44,0.0,0.01,175.89,37.03,39.11,6.99,27.45,50.79,112.56
1442,43,0,43,0.0,1.0,113.21,28.98,28.64,9.04,23.72,37.86,95.64
456,43,0,43,0.0,3.1,469.04,71.18,102.12,12.0,37.4,73.62,264.54
1915,43,0,43,0.0,1.97,138.3,32.79,31.87,9.99,23.95,43.66,99.61
1672,43,0,43,0.0,0.75,44.99,2.77,7.0,0.89,1.0,1.79,3.59
428,43,0,43,0.0,0.89,29.5,2.74,6.1,1.0,1.0,1.0,13.81
1152,42,0,42,0.0,14.0,194.34,68.01,38.26,42.03,59.8,85.36,120.99
1688,42,0,42,0.0,0.01,105.64,26.84,26.6,10.43,17.66,32.29,99.97
1901,41,0,41,0.0,1.0,61.6,3.13,10.25,1.0,1.0,1.0,1.0
317,40,0,40,0.0,2.8,550.0,51.68,102.31,11.85,11.85,40.22,178.6
426,40,0,40,0.0,0.89,125.42,9.8,20.9,1.98,1.98,8.02,28.58
622,39,0,39,0.0,1.5,259.9,40.7,51.12,12.06,21.5,42.81,124.17
1989,39,0,39,0.0,7.72,115.81,23.84,22.45,12.31,12.31,29.56,74.62
791,38,0,38,0.0,5.0,228.0,45.65,53.44,11.82,22.5,45.22,175.5
1650,38,0,38,0.0,1.0,130.51,33.69,31.25,12.27,23.23,43.7,111.81
450,37,0,37,0.0,0.77,57.91,9.46,9.25,2.49,11.27,11.27,12.29
463,37,0,37,0.0,0.89,28.2,6.59,5.29,1.98,7.18,8.99,11.79
1131,36,0,36,0.0,10.0,204.38,56.61,34.93,39.8,49.9,71.22,99.99
1297,36,0,36,0.0,0.0,270.96,45.42,68.06,7.28,13.92,57.69,212.04
967,35,0,35,0.0,1.0,187.19,56.73,45.96,24.48,40.0,78.62,153.38
1669,35,0,35,0.0,0.74,89.99,13.81,27.22,1.0,2.29,8.36,89.99
1648,35,0,35,0.0,1.0,79.0,4.51,13.52,1.0,1.0,1.0,13.87
1422,35,0,35,0.0,0.89,118.57,19.49,26.32,1.98,10.52,24.64,68.49
1814,35,0,35,0.0,9.31,258.76,61.25,75.91,12.31,16.0,92.75,215.42
564,35,0,35,0.0,1.0,250.0,43.79,67.03,1.0,11.91,41.32,202.46
1171,34,0,34,0.0,1.0,14.9,3.65,3.68,1.58,2.04,3.48,12.61
1755,34,0,34,0.0,0.76,212.5,10.33,38.21,0.76,0.76,0.76,56.75
643,33,0,33,0.0,0.89,52.74,10.15,13.94,1.98,3.87,12.0,46.97
846,33,0,33,0.0,3.99,155.81,69.07,42.91,32.0,54.0,104.45,142.53
1463,33,0,33,0.0,0.89,179.99,24.56,39.81,1.98,9.99,24.3,98.35
1736,32,0,32,0.0,1.0,179.7,6.87,31.58,1.0,1.0,1.0,5.05
1852,32,0,32,0.0,1.0,100.0,5.4,18.79,1.0,1.0,1.0,19.88
1633,31,0,31,0.0,0.79,183.1,33.67,47.81,7.2,10.59,36.94,139.39
596,31,0,31,0.0,0.76,1.9,0.86,0.22,0.76,0.76,1.0,1.0
1970,31,0,31,0.0,0.95,139.0,37.74,47.53,4.27,9.98,71.97,137.0
1668,30,0,30,0.0,0.76,69.38,6.08,14.17,1.0,1.14,2.82,29.23
1239,30,0,30,0.0,0.02,89.0,28.93,21.07,14.95,27.47,39.96,67.84
594,30,0,30,0.0,0.0,77.17,20.05,20.8,5.05,11.9,27.58,66.85
1598,30,0,30,0.0,0.76,80.93,18.01,19.91,4.65,12.9,20.83,62.24
628,29,0,29,0.0,0.76,60.99,8.37,12.83,1.5,3.98,9.99,30.4
817,28,0,28,0.0,15.0,397.5,147.7,87.89,87.32,129.89,185.9,292.04
1783,28,0,28,0.0,1.0,15.2,1.51,2.68,1.0,1.0,1.0,1.0
1804,27,0,27,0.0,0.0,250.0,120.53,79.26,53.48,129.0,200.6,231.42
1899,27,0,27,0.0,0.76,0.76,0.76,0.0,0.76,0.76,0.76,0.76
1189,27,0,27,0.0,19.0,159.0,52.66,32.68,29.45,39.99,76.25,95.02
1010,27,0,27,0.0,10.0,709.38,269.49,233.65,61.5,194.38,530.03,615.53
279,26,0,26,0.0,3.7,74.0,13.87,12.43,11.85,11.85,11.85,14.49
1419,26,0,26,0.0,0.0,115.45,27.11,27.34,11.5,18.67,28.75,77.71
1452,26,0,26,0.0,0.89,62.66,10.42,15.0,2.68,5.49,9.38,45.12
1386,26,0,26,0.0,0.0,197.43,28.94,42.05,5.6,13.37,41.36,83.93
1487,25,0,25,0.0,1.0,92.57,6.03,19.27,1.0,1.0,1.0,28.24
2091,25,0,25,0.0,0.74,89.99,9.98,24.59,0.89,1.0,2.99,76.87
134,25,0,25,0.0,7.86,152.15,53.71,38.81,27.49,48.32,62.59,142.67
1893,25,0,25,0.0,1.0,146.59,35.92,36.11,9.5,27.47,46.18,101.21
1256,25,0,25,0.0,1.0,144.7,47.97,39.54,15.0,35.85,72.8,117.72
400,25,0,25,0.0,1.39,188.31,39.72,46.32,16.36,23.0,36.71,144.7
1067,25,0,25,0.0,11.13,129.99,66.62,41.86,35.9,45.9,119.95,125.9
631,25,0,25,0.0,0.45,39.98,4.19,7.92,0.77,1.43,4.0,7.93
1234,25,0,25,0.0,2.39,124.0,40.92,35.85,12.57,23.53,71.44,99.19
1631,25,0,25,0.0,0.75,100.0,19.56,25.77,4.68,8.53,22.69,73.41
375,24,0,24,0.0,0.89,70.11,8.78,14.03,1.99,4.99,9.1,20.13
412,24,0,24,0.0,0.89,156.5,16.22,31.46,4.36,9.49,13.14,44.34
424,23,0,23,0.0,2.49,169.0,38.62,31.69,24.42,36.0,38.25,61.9
242,23,0,23,0.0,2.0,242.02,54.34,63.12,12.83,23.23,80.28,169.57
845,23,0,23,0.0,5.99,229.0,65.42,53.67,32.0,52.0,85.26,185.96
1959,23,0,23,0.0,20.0,199.24,78.44,47.97,47.42,62.88,98.54,186.81
612,22,0,22,0.0,19.95,284.94,78.99,73.76,26.49,50.45,106.9,254.38
427,22,0,22,0.0,4.9,235.28,41.51,53.66,6.97,18.56,50.56,118.3
405,22,0,22,0.0,1.0,78.24,7.88,22.09,1.0,1.0,1.0,70.39
1447,22,0,22,0.0,1.0,56.0,4.04,11.88,1.0,1.0,1.0,12.22
1872,22,0,22,0.0,0.37,99.0,11.16,21.57,1.72,4.39,7.42,38.95
2003,22,0,22,0.0,4.94,69.97,27.17,18.23,14.98,26.9,32.45,67.75
1935,21,0,21,0.0,4.04,151.48,43.35,42.88,13.82,21.2,64.26,118.2
878,21,0,21,0.0,2.02,429.95,150.24,91.4,89.99,139.98,179.98,272.06
442,21,0,21,0.0,1.18,29.3,7.2,6.39,2.12,6.95,10.47,11.27
390,21,0,21,0.0,0.89,18.35,7.16,5.07,2.67,8.07,10.27,14.69
582,21,0,21,0.0,1.5,204.84,50.83,59.63,12.14,23.0,64.72,183.94
709,20,0,20,0.0,0.75,139.49,30.83,45.28,4.88,10.29,27.53,127.7
492,20,0,20,0.0,10.0,261.62,80.11,68.76,24.2,65.51,99.25,211.94
1819,19,1,20,1.0,1.0,50.0,4.56,11.27,1.0,1.0,1.0,17.06
478,20,0,20,0.0,0.89,17.99,6.58,5.0,2.67,5.38,8.99,15.14
155,19,0,19,0.0,0.89,59.99,18.62,17.83,5.24,14.95,20.1,58.18
1634,19,0,19,0.0,0.32,57.94,16.09,19.19,1.58,6.85,22.2,55.83
571,19,0,19,0.0,1.75,89.0,26.73,22.18,8.7,21.98,33.67,67.35
569,19,0,19,0.0,8.99,220.6,52.68,59.87,17.63,24.85,57.97,171.37
233,19,0,19,0.0,5.0,20.0,9.26,5.13,5.0,10.0,10.0,20.0
1903,19,0,19,0.0,9.31,29.56,13.8,5.61,12.31,12.31,12.31,29.56
525,19,0,19,0.0,0.0,261.52,48.12,77.43,2.48,10.59,66.06,225.22
386,18,0,18,0.0,0.89,13.99,3.23,3.07,1.84,1.98,4.4,7.19
1922,18,0,18,0.0,1.0,400.0,78.65,111.79,1.82,43.14,91.0,285.25
867,18,0,18,0.0,24.99,509.95,174.83,147.7,60.25,135.66,254.98,457.26
1706,18,0,18,0.0,0.89,93.25,13.39,21.87,2.38,8.07,12.65,46.66
1844,18,0,18,0.0,0.67,38.45,10.56,12.97,1.66,3.74,14.05,37.22
1764,17,0,17,0.0,12.31,29.56,16.37,7.54,12.31,12.31,12.31,29.56
275,17,0,17,0.0,0.0,282.08,66.77,76.38,4.95,37.92,108.17,177.75
1606,17,0,17,0.0,1.0,463.69,124.15,131.37,21.27,94.0,157.76,361.99
1226,17,0,17,0.0,2.5,225.0,50.59,58.12,14.0,25.85,51.23,145.4
629,17,0,17,0.0,1.0,125.98,23.13,31.69,7.11,14.99,19.67,86.75
1127,17,0,17,0.0,1.0,114.94,14.57,28.98,3.0,3.5,7.1,63.79
966,17,0,17,0.0,2.0,93.0,25.86,26.12,8.8,15.32,26.0,71.64
1167,17,0,17,0.0,1.0,122.72,24.41,41.52,2.0,4.8,14.9,118.24
850,17,0,17,0.0,7.0,444.0,157.84,125.14,49.0,139.65,183.59,379.27
1430,17,0,17,0.0,1.0,259.18,97.71,76.27,40.0,73.27,146.02,235.33
1455,16,0,16,0.0,0.0,261.95,62.03,80.31,2.81,30.68,74.86,202.74
1927,16,0,16,0.0,0.76,119.07,8.44,29.51,0.94,1.0,1.0,31.94
1445,16,0,16,0.0,0.89,30.71,9.41,9.22,1.79,7.4,12.92,27.03
1625,16,0,16,0.0,0.0,37.13,14.21,12.35,4.66,11.06,20.62,34.95
342,16,0,16,0.0,9.58,522.4,149.98,149.38,24.35,133.98,201.38,421.05
2121,16,0,16,0.0,6.66,145.96,54.65,39.87,27.99,46.92,70.1,123.67
790,16,0,16,0.0,10.0,276.0,71.47,70.46,15.0,52.1,100.44,186.0
1084,16,0,16,0.0,0.95,222.35,63.53,61.41,17.3,41.3,96.2,150.42
1654,16,0,16,0.0,1.0,69.0,9.06,20.34,1.0,1.0,1.0,55.5
916,16,0,16,0.0,10.19,309.6,71.79,74.62,20.7,58.76,77.47,194.25
459,15,0,15,0.0,9.0,99.99,35.89,25.59,18.22,29.95,47.02,78.99
1433,15,0,15,0.0,0.78,122.07,38.62,40.81,6.57,27.4,48.66,112.78
358,15,0,15,0.0,1.51,46.4,22.71,11.63,17.7,22.6,27.39,39.94
1240,15,0,15,0.0,3.1,69.0,24.73,16.72,17.45,24.9,28.74,52.2
461,15,0,15,0.0,6.99,69.99,28.55,16.81,16.61,29.82,31.84,54.69
1166,15,0,15,0.0,1.0,3.0,1.65,0.63,1.0,2.0,2.0,2.51
208,15,0,15,0.0,6.21,99.99,81.8,26.33,89.99,89.99,89.99,99.99
2001,15,0,15,0.0,3.49,203.9,37.77,53.8,9.3,13.49,33.44,125.76
1972,15,0,15,0.0,0.85,100.99,20.42,27.22,4.96,10.0,19.98,65.29
241,15,0,15,0.0,4.0,20.0,7.6,4.22,5.0,5.0,10.0,13.0
238,15,0,15,0.0,1.83,256.38,66.73,75.27,14.58,32.26,79.34,215.79
883,14,0,14,0.0,13.7,104.45,50.49,35.3,18.96,43.38,81.1,104.45
665,14,0,14,0.0,1.0,49.99,12.94,16.81,2.36,4.99,13.92,48.02
1861,14,0,14,0.0,0.0,279.2,144.81,72.0,111.06,137.78,172.07,270.41
1830,14,0,14,0.0,0.76,47.31,4.27,12.39,1.0,1.0,1.0,17.21
328,14,0,14,0.0,0.01,117.99,23.8,37.04,2.26,9.46,15.0,103.37
1934,14,0,14,0.0,57.92,411.0,194.99,88.01,200.0,200.0,226.25,295.95
1768,14,0,14,0.0,4.29,104.3,30.97,34.21,9.53,13.55,48.39,93.95
1413,14,0,14,0.0,0.89,148.84,42.32,58.52,1.98,4.19,84.57,138.43
1800,14,0,14,0.0,200.0,755.38,333.21,153.98,211.75,302.5,388.25,584.74
1429,14,0,14,0.0,0.89,16.0,5.25,5.03,1.19,1.98,8.99,13.39
528,14,0,14,0.0,5.99,229.58,57.64,70.96,14.82,22.66,69.85,206.31
378,14,0,14,0.0,0.89,35.39,8.71,8.37,5.99,8.48,9.73,18.88
546,14,0,14,0.0,1.0,43.5,10.92,15.71,1.0,1.0,16.74,38.53
1537,14,0,14,0.0,1.5,34.0,11.57,7.83,8.94,8.98,12.12,23.59
477,14,0,14,0.0,1.24,83.43,20.96,21.74,4.81,17.98,29.11,54.19
587,14,0,14,0.0,4.18,60.0,22.36,15.96,10.98,19.0,28.67,52.92
1919,13,0,13,0.0,0.76,1.0,0.96,0.09,1.0,1.0,1.0,1.0
1142,13,0,13,0.0,0.76,11.02,5.85,3.41,3.7,5.48,8.32,10.61
1369,13,0,13,0.0,0.76,0.76,0.76,0.0,0.76,0.76,0.76,0.76
489,13,0,13,0.0,1.5,405.32,139.84,143.43,6.6,98.06,284.23,344.8
1577,13,0,13,0.0,0.0,113.34,30.63,36.92,8.6,14.45,39.0,107.62
1651,13,0,13,0.0,1.0,25.29,10.57,9.41,1.0,7.25,19.95,23.73
288,13,0,13,0.0,3.79,98.61,34.1,28.65,15.13,19.99,40.54,81.32
1417,13,0,13,0.0,0.0,74.15,29.76,23.97,11.4,22.06,54.91,63.24
2054,13,0,13,0.0,10.99,100.0,76.13,35.07,40.88,100.0,100.0,100.0
1833,13,0,13,0.0,0.05,88.24,24.18,25.16,5.46,19.99,30.31,65.28
1435,13,0,13,0.0,0.99,192.88,53.61,67.01,3.59,11.97,76.48,168.94
28,4,9,13,921.69,0.76,360.0,87.01,121.15,2.0,19.02,130.21,306.0
597,13,0,13,0.0,6.84,104.92,50.16,34.58,18.06,48.52,75.0,99.75
1495,13,0,13,0.0,1.52,74.91,27.15,24.59,9.43,20.0,34.64,74.57
1094,13,0,13,0.0,0.95,146.09,47.72,44.3,14.49,31.94,68.52,123.42
2135,13,0,13,0.0,0.89,24.99,8.0,8.82,1.98,2.58,15.99,22.25
1459,13,0,13,0.0,1.29,18.49,7.22,4.74,4.49,7.99,9.27,13.68
1474,13,0,13,0.0,2.28,66.61,18.68,17.56,11.49,11.5,23.0,51.24
298,13,0,13,0.0,0.17,96.84,49.54,30.64,30.37,53.73,53.89,96.31
145,13,0,13,0.0,2.12,130.0,23.09,32.84,11.27,12.99,19.9,70.14
1056,13,0,13,0.0,10.0,170.0,77.91,61.62,24.0,70.0,129.0,162.8
671,13,0,13,0.0,2.04,127.87,33.44,43.21,5.66,12.74,34.1,118.77
1884,12,0,12,0.0,1.78,32.11,11.32,11.21,3.17,5.32,17.62,30.1
1320,12,0,12,0.0,1.0,400.0,127.12,106.71,75.1,99.8,147.25,303.75
1880,12,0,12,0.0,0.76,59.7,21.39,19.14,4.68,22.5,28.62,54.11
373,12,0,12,0.0,1.16,128.85,26.71,38.24,1.98,9.43,38.67,92.35
227,12,0,12,0.0,0.0,119.0,40.72,39.43,13.78,24.58,50.63,116.46
1268,12,0,12,0.0,14.0,109.0,46.48,32.67,19.99,29.49,69.0,103.5
2002,12,0,12,0.0,3.06,44.9,22.67,13.42,11.36,20.45,34.34,41.43
951,12,0,12,0.0,5.76,125.29,48.29,33.79,18.92,53.84,60.75,97.03
1923,12,0,12,0.0,29.7,344.07,132.46,113.16,57.1,81.94,172.36,326.29
150,12,0,12,0.0,0.77,49.0,7.62,13.67,0.89,1.67,7.11,29.3
541,12,0,12,0.0,0.68,7.7,2.62,2.71,0.77,0.81,4.03,7.7
1081,12,0,12,0.0,77.5,248.0,135.58,59.53,79.0,138.75,162.5,232.6
646,12,0,12,0.0,4.99,109.02,43.15,30.92,22.95,40.1,48.54,98.56
2076,12,0,12,0.0,1.0,158.84,48.72,51.26,8.61,45.0,59.37,134.95
1158,12,0,12,0.0,13.99,79.98,32.79,20.57,19.95,25.4,31.21,74.49
1236,12,0,12,0.0,15.0,105.4,47.62,29.28,23.13,44.28,64.32,95.28
635,12,0,12,0.0,0.89,80.06,34.26,34.11,5.6,14.71,77.37,78.93
692,12,0,12,0.0,0.0,328.0,69.46,111.14,4.86,10.38,73.68,293.62
532,11,0,11,0.0,1.15,299.98,107.76,103.43,27.5,60.86,174.26,274.16
511,11,0,11,0.0,3.5,82.73,42.51,23.72,25.84,41.35,59.0,75.87
262,11,0,11,0.0,0.9,37.93,10.87,9.73,6.66,8.66,11.74,25.48
280,11,0,11,0.0,11.85,42.0,15.22,8.99,11.85,11.85,13.58,28.65
1952,11,0,11,0.0,1.0,99.0,26.35,29.66,6.5,14.8,35.8,77.49
265,11,0,11,0.0,1.21,128.3,25.26,38.4,6.38,11.34,18.77,96.37
603,11,0,11,0.0,5.91,139.61,36.08,38.71,12.4,16.71,45.76,99.28
397,11,0,11,0.0,7.55,15.0,12.0,1.7,12.16,12.16,12.16,13.58
908,11,0,11,0.0,11.3,239.96,112.45,69.7,64.98,109.98,147.94,219.96
1513,11,0,11,0.0,0.0,118.85,21.86,38.43,1.9,5.0,14.22,95.84
892,11,0,11,0.0,20.0,127.3,64.36,41.78,30.0,50.0,97.35,126.15
1795,11,0,11,0.0,9.49,401.2,154.07,147.28,48.82,61.8,236.54,399.1
981,11,0,11,0.0,5.0,160.0,73.03,56.75,17.02,79.0,118.17,150.75
823,11,0,11,0.0,10.0,200.0,57.26,51.36,34.98,40.0,62.5,137.5
912,11,0,11,0.0,4.78,108.0,41.53,37.8,15.21,22.0,70.69,101.92
232,11,0,11,0.0,7.44,233.46,95.96,77.72,31.99,85.9,152.28,211.23
1161,11,0,11,0.0,0.0,98.99,29.02,29.71,8.04,23.84,42.46,76.94
1818,11,0,11,0.0,0.76,0.76,0.76,0.0,0.76,0.76,0.76,0.76
182,11,0,11,0.0,3167.74,4457.43,3543.66,395.27,3300.73,3425.0,3596.72,4268.86
943,11,0,11,0.0,3.0,150.0,55.69,52.85,14.5,34.0,84.42,146.45
1088,11,0,11,0.0,5.54,203.42,94.28,68.61,51.25,62.9,142.25,199.21
253,11,0,11,0.0,1.1,246.68,98.35,87.73,34.9,56.65,163.85,233.81
1342,10,0,10,0.0,0.77,9.99,4.58,3.41,2.15,3.81,7.64,9.52
1348,10,0,10,0.0,886.0,1398.0,1127.61,176.21,1000.5,1055.2,1282.3,1371.58
1921,10,0,10,0.0,25.0,479.94,155.01,141.91,55.89,120.96,182.32,402.57
1247,10,0,10,0.0,3.2,25.0,13.42,7.42,10.0,13.5,15.0,25.0
1118,10,0,10,0.0,5.95,152.52,66.24,50.9,27.67,57.0,96.72,142.39
482,10,0,10,0.0,1.48,117.98,27.8,35.98,6.48,12.36,39.4,87.48
2114,10,0,10,0.0,3.6,33.19,7.91,9.13,3.6,3.6,8.0,22.02
584,10,0,10,0.0,0.77,38.52,7.99,11.76,0.97,2.5,9.41,27.93
917,10,0,10,0.0,8.0,260.0,86.75,85.93,30.5,63.0,80.92,243.8
353,10,0,10,0.0,0.76,54.67,17.84,21.61,1.25,7.48,27.49,54.37
1327,10,0,10,0.0,0.74,8.99,2.92,3.01,0.9,1.14,4.4,8.09
1313,10,0,10,0.0,0.89,99.99,77.18,40.44,89.99,94.99,99.99,99.99
609,10,0,10,0.0,10.0,237.63,59.54,69.72,17.38,33.36,76.36,175.7
304,10,0,10,0.0,14.0,106.67,41.83,28.17,17.5,42.39,49.12,85.67
1426,10,0,10,0.0,0.76,105.86,26.99,37.09,1.0,9.73,30.8,94.22
223,10,0,10,0.0,0.0,242.8,51.4,81.87,2.69,8.22,48.75,201.94
1712,10,0,10,0.0,700.0,1427.0,1051.85,216.06,964.22,1041.4,1202.76,1344.84
401,10,0,10,0.0,7.25,226.5,69.13,79.87,10.52,17.09,119.32,198.19
705,10,0,10,0.0,37.5,302.0,119.27,77.07,75.55,101.0,125.5,252.05
1855,10,0,10,0.0,8.49,42.6,22.0,10.87,19.99,19.99,19.99,40.98
141,10,0,10,0.0,6.7,37.91,13.94,8.58,11.85,11.85,11.85,26.18
614,10,0,10,0.0,7.5,50.0,27.03,17.91,11.5,22.53,42.81,50.0
411,10,0,10,0.0,4.0,39.0,23.88,13.5,15.95,15.95,39.0,39.0
497,10,0,10,0.0,20.0,658.2,251.38,258.92,36.95,124.98,471.67,631.6
623,10,0,10,0.0,0.89,11.96,2.19,3.48,0.89,0.89,0.97,7.79
1439,10,0,10,0.0,3.59,73.0,36.32,24.15,17.04,33.84,56.34,69.4
1694,9,0,9,0.0,9.88,109.31,45.89,43.78,15.43,20.01,101.0,106.28
1691,9,0,9,0.0,4.71,117.99,17.96,37.52,4.71,5.89,6.05,73.21
1126,9,0,9,0.0,1.0,43.48,8.0,13.41,3.2,4.0,5.0,28.41
1955,9,0,9,0.0,10.7,58.31,19.16,15.79,12.31,12.31,12.31,46.81
1121,9,0,9,0.0,548.09,804.96,664.99,84.54,618.25,651.94,712.19,792.26
1673,9,0,9,0.0,6.27,262.7,59.73,77.75,29.99,39.11,51.84,178.92
1630,9,0,9,0.0,0.9,60.29,13.46,18.79,5.41,6.02,7.0,46.06
490,9,0,9,0.0,1.0,89.0,25.82,34.44,1.5,2.0,58.0,78.6
684,9,0,9,0.0,97.55,372.3,149.24,101.47,100.0,100.0,100.0,332.7
1624,9,0,9,0.0,1.0,59.9,15.08,20.56,1.98,5.48,14.07,51.52
1609,9,0,9,0.0,0.0,75.08,32.32,28.65,9.09,21.13,59.77,70.07
