Cluster,0,1,total_transactions,Fraud_Amount,Min_Amount,Max_Amount,Avg_Amount,Std_Amount,25%_Amount,50%_Amount,75%_Amount,95%_Amount
1058,130,0,130,0.0,0.76,247.91,7.11,26.66,0.76,1.0,1.0,52.9
1084,126,0,126,0.0,1.0,181.78,28.99,32.05,7.18,16.34,39.77,94.75
939,123,1,124,0.76,0.76,219.88,6.44,29.73,0.76,1.0,1.0,1.0
851,124,0,124,0.0,0.0,226.99,25.51,33.44,5.47,12.46,31.02,87.23
1078,112,0,112,0.0,0.74,99.99,5.19,16.06,0.89,1.0,3.77,10.44
251,112,0,112,0.0,0.8,255.68,29.55,46.85,7.54,14.95,29.91,113.5
880,99,0,99,0.0,0.32,183.1,22.39,32.51,4.64,8.62,25.1,84.91
801,96,0,96,0.0,0.01,293.68,37.39,50.95,7.46,14.61,49.3,148.5
276,96,0,96,0.0,0.77,100.0,14.05,17.66,2.69,8.91,16.98,49.99
366,94,0,94,0.0,0.89,259.9,26.31,45.84,2.91,9.83,24.42,120.51
610,90,1,91,19.95,11.0,390.0,54.85,57.44,19.97,30.0,65.0,159.0
782,85,0,85,0.0,0.01,407.92,57.69,78.74,9.2,28.75,78.26,198.73
335,85,0,85,0.0,0.44,236.6,33.38,55.92,1.98,8.99,40.0,173.78
291,74,0,74,0.0,0.02,405.32,68.9,90.61,14.21,29.99,70.85,289.51
608,73,0,73,0.0,10.0,199.0,48.03,46.62,19.95,29.99,49.99,181.0
180,69,0,69,0.0,1.55,128.25,13.98,16.02,11.85,11.85,11.85,11.85
1039,67,0,67,0.0,1.0,30.6,3.29,3.86,1.0,4.0,5.0,5.0
254,67,0,67,0.0,0.99,135.0,23.61,25.85,4.49,19.0,35.28,68.86
267,67,0,67,0.0,0.95,339.0,76.07,75.49,21.11,55.53,101.47,233.85
248,65,0,65,0.0,0.89,235.28,15.86,36.21,1.0,1.0,14.9,74.12
964,65,0,65,0.0,2.0,137.42,34.08,33.02,11.84,21.0,42.42,121.11
294,64,0,64,0.0,1.04,379.0,71.85,75.75,27.54,40.0,91.77,212.88
822,62,0,62,0.0,0.0,139.54,23.12,30.6,4.94,10.59,23.13,86.24
266,62,0,62,0.0,2.1,280.47,48.0,56.64,15.0,24.92,69.93,153.5
245,58,0,58,0.0,0.96,14.95,6.17,4.61,2.12,2.22,11.27,11.27
671,58,0,58,0.0,0.02,158.1,29.16,26.65,12.64,24.94,38.48,79.34
684,57,0,57,0.0,1.0,189.0,47.83,39.33,19.95,34.99,69.56,109.19
265,56,0,56,0.0,0.89,101.0,15.34,21.34,3.37,8.99,15.95,50.11
280,54,0,54,0.0,3.48,749.19,157.9,164.53,29.64,107.5,222.04,447.91
278,53,0,53,0.0,0.02,210.3,49.54,46.47,15.0,29.99,72.8,130.76
1031,51,0,51,0.0,1.97,220.82,45.65,48.46,9.99,26.47,59.64,144.03
1024,50,0,50,0.0,1.0,497.0,38.44,99.75,1.0,1.0,1.0,215.73
381,48,0,48,0.0,0.89,114.2,13.33,23.15,1.93,3.82,13.38,51.76
904,48,0,48,0.0,0.68,89.99,11.18,25.0,0.89,1.79,5.38,89.99
582,47,0,47,0.0,0.64,285.32,144.46,70.32,79.0,158.0,183.5,260.05
1000,47,0,47,0.0,1.0,180.0,21.69,45.41,1.0,1.0,3.07,120.0
1059,46,0,46,0.0,7.72,154.23,36.95,41.0,12.31,12.31,29.56,131.41
11,10,35,45,3989.81,0.0,798.49,111.62,206.76,1.0,7.53,112.45,651.72
252,44,0,44,0.0,0.01,175.89,37.03,39.11,6.99,27.45,50.79,112.56
268,43,0,43,0.0,3.1,469.04,71.18,102.12,12.0,37.4,73.62,264.54
512,43,0,43,0.0,2.0,239.96,67.09,59.68,17.11,50.0,100.0,195.96
901,43,0,43,0.0,0.75,44.99,2.77,7.0,0.89,1.0,1.79,3.59
798,42,0,42,0.0,0.89,179.99,29.19,42.09,3.18,10.49,26.82,129.51
627,42,0,42,0.0,14.0,194.34,68.01,38.26,42.03,59.8,85.36,120.99
270,42,0,42,0.0,0.89,28.2,6.59,5.07,2.38,6.72,8.99,11.94
911,42,0,42,0.0,0.01,105.64,26.84,26.6,10.43,17.66,32.29,99.97
675,40,0,40,0.0,1.0,126.75,20.95,24.6,11.5,15.0,18.71,85.3
179,40,0,40,0.0,2.8,550.0,51.68,102.31,11.85,11.85,40.22,178.6
1018,40,0,40,0.0,1.0,156.72,33.43,38.92,6.6,19.96,39.48,109.6
250,40,0,40,0.0,0.89,125.42,9.8,20.9,1.98,1.98,8.02,28.58
817,40,0,40,0.0,0.0,226.81,35.17,45.93,7.66,17.07,49.37,114.67
443,38,0,38,0.0,5.0,228.0,45.65,53.44,11.82,22.5,45.22,175.5
889,38,0,38,0.0,1.0,130.51,33.69,31.25,12.27,23.23,43.7,111.81
976,38,0,38,0.0,0.0,348.0,118.74,86.27,49.79,118.71,187.65,247.45
264,37,0,37,0.0,0.77,57.91,9.46,9.25,2.49,11.27,11.27,12.29
619,36,0,36,0.0,10.0,204.38,56.61,34.93,39.8,49.9,71.22,99.99
191,36,0,36,0.0,0.0,220.89,31.56,47.34,4.81,12.57,34.88,124.65
299,36,0,36,0.0,0.01,235.81,41.94,53.94,4.79,19.99,70.59,143.43
208,36,0,36,0.0,0.89,109.95,13.39,19.86,2.91,8.99,12.99,43.44
888,35,0,35,0.0,1.0,79.0,4.51,13.52,1.0,1.0,1.0,13.87
1052,35,0,35,0.0,0.95,139.0,35.85,45.09,5.22,11.01,41.22,136.2
322,35,0,35,0.0,1.0,250.0,43.79,67.03,1.0,11.91,41.32,202.46
772,35,0,35,0.0,0.89,118.57,19.49,26.32,1.98,10.52,24.64,68.49
979,35,0,35,0.0,9.31,258.76,61.25,75.91,12.31,16.0,92.75,215.42
899,35,0,35,0.0,0.74,89.99,13.81,27.22,1.0,2.29,8.36,89.99
641,34,0,34,0.0,1.0,14.9,3.65,3.68,1.58,2.04,3.48,12.61
947,34,0,34,0.0,0.76,212.5,10.33,38.21,0.76,0.76,0.76,56.75
777,34,0,34,0.0,0.89,259.18,51.82,70.76,1.98,11.0,72.5,193.12
477,33,0,33,0.0,3.99,155.81,69.07,42.91,32.0,54.0,104.45,142.53
935,32,0,32,0.0,1.0,179.7,6.87,31.58,1.0,1.0,1.0,5.05
862,32,0,32,0.0,0.28,166.13,27.79,33.29,10.59,15.48,33.59,84.08
347,31,0,31,0.0,0.76,1.9,0.86,0.22,0.76,0.76,1.0,1.0
283,30,0,30,0.0,10.0,261.62,73.71,70.21,19.21,48.74,104.18,217.95
898,30,0,30,0.0,0.76,69.38,6.08,14.17,1.0,1.14,2.82,29.23
345,30,0,30,0.0,0.0,77.17,20.05,20.8,5.05,11.9,27.58,66.85
875,30,0,30,0.0,0.0,99.95,18.29,21.63,6.18,12.7,21.82,58.52
863,30,0,30,0.0,0.76,80.93,18.01,19.91,4.65,12.9,20.83,62.24
666,29,0,29,0.0,2.5,225.0,47.51,53.98,12.36,22.02,51.23,140.14
1034,27,2,29,35.23,0.76,119.07,6.23,22.37,1.0,1.0,1.0,20.12
766,29,0,29,0.0,0.0,300.0,44.31,63.21,11.5,19.93,29.95,148.18
706,29,0,29,0.0,0.0,202.02,35.32,47.63,7.87,13.62,43.15,128.73
373,29,0,29,0.0,0.76,60.99,8.37,12.83,1.5,3.98,9.99,30.4
997,28,0,28,0.0,0.67,68.43,13.75,17.64,1.53,3.74,21.96,39.45
62,28,0,28,0.0,5.0,152.15,49.02,39.17,20.4,46.18,55.4,138.61
966,28,0,28,0.0,1.0,15.2,1.51,2.68,1.0,1.0,1.0,1.0
460,28,0,28,0.0,15.0,397.5,147.7,87.89,87.32,129.89,185.9,292.04
598,28,0,28,0.0,0.95,146.09,55.15,40.81,27.96,45.29,75.21,123.18
673,28,0,28,0.0,1.0,124.0,37.77,35.14,12.43,20.98,62.11,98.58
1066,27,0,27,0.0,4.94,69.97,29.24,18.51,15.0,27.9,38.5,67.9
240,27,0,27,0.0,0.89,295.2,39.82,76.99,4.99,9.99,17.14,216.48
1023,27,0,27,0.0,0.76,0.76,0.76,0.0,0.76,0.76,0.76,0.76
649,27,0,27,0.0,19.0,159.0,52.66,32.68,29.45,39.99,76.25,95.02
558,27,0,27,0.0,10.0,709.38,269.49,233.65,61.5,194.38,530.03,615.53
791,26,0,26,0.0,0.89,62.66,10.42,15.0,2.68,5.49,9.38,45.12
157,26,0,26,0.0,3.7,74.0,13.87,12.43,11.85,11.85,11.85,14.49
748,26,0,26,0.0,0.0,197.43,28.94,42.05,5.6,13.37,41.36,83.93
815,25,0,25,0.0,1.0,92.57,6.03,19.27,1.0,1.0,1.0,28.24
682,25,0,25,0.0,1.0,144.7,47.97,39.54,15.0,35.85,72.8,117.72
374,25,0,25,0.0,0.45,39.98,4.19,7.92,0.77,1.43,4.0,7.93
585,25,0,25,0.0,11.13,129.99,66.62,41.86,35.9,45.9,119.95,125.9
230,25,0,25,0.0,1.39,188.31,39.72,46.32,16.36,23.0,36.71,144.7
210,24,0,24,0.0,0.89,70.11,8.78,14.03,1.99,4.99,9.1,20.13
1050,23,0,23,0.0,20.0,199.24,78.44,47.97,47.42,62.88,98.54,186.81
476,23,0,23,0.0,5.99,229.0,65.42,53.67,32.0,52.0,85.26,185.96
249,23,0,23,0.0,2.49,169.0,38.62,31.69,24.42,36.0,38.25,61.9
133,23,0,23,0.0,2.0,242.02,54.34,63.12,12.83,23.23,80.28,169.57
236,22,0,22,0.0,1.0,78.24,7.88,22.09,1.0,1.0,1.0,70.39
479,22,0,22,0.0,7.0,659.02,237.37,196.21,115.78,149.89,358.5,615.05
789,22,0,22,0.0,1.0,56.0,4.04,11.88,1.0,1.0,1.0,12.22
1041,22,0,22,0.0,37.0,411.0,173.33,86.37,114.65,200.0,219.0,280.55
1043,21,0,21,0.0,4.04,151.48,43.35,42.88,13.82,21.2,64.26,118.2
336,21,0,21,0.0,1.5,204.84,50.83,59.63,12.14,23.0,64.72,183.94
1046,21,0,21,0.0,1.0,222.3,41.97,53.05,9.25,16.9,55.67,116.23
128,21,0,21,0.0,1.83,256.38,62.66,67.23,15.0,35.0,76.12,198.4
497,21,0,21,0.0,2.02,429.95,150.24,91.4,89.99,139.98,179.98,272.06
983,19,1,20,1.0,1.0,50.0,4.56,11.27,1.0,1.0,1.0,17.06
269,20,0,20,0.0,0.01,73.5,29.4,20.21,12.76,27.4,36.33,70.17
1014,20,0,20,0.0,0.89,100.96,15.16,23.11,1.98,5.08,21.38,37.8
404,20,0,20,0.0,0.75,139.49,30.83,45.28,4.88,10.29,27.53,127.7
456,20,0,20,0.0,10.0,200.0,51.19,44.23,22.5,40.0,56.25,127.32
106,20,0,20,0.0,0.89,155.49,46.45,51.51,7.99,22.54,73.24,151.22
371,20,0,20,0.0,0.99,125.98,21.19,29.91,5.98,14.33,20.52,79.39
1,3,16,19,660.65,0.76,188.78,48.98,62.1,1.0,11.38,89.99,188.55
823,19,0,19,0.0,0.0,132.75,29.47,38.57,11.55,15.95,20.55,109.83
78,19,0,19,0.0,0.89,59.99,18.62,17.83,5.24,14.95,20.1,58.18
892,19,0,19,0.0,1.0,69.0,7.79,18.81,1.0,1.0,1.0,52.8
787,19,0,19,0.0,0.89,110.14,20.07,30.34,2.18,9.99,22.69,94.6
575,19,0,19,0.0,10.0,170.0,78.25,62.08,24.5,70.0,142.5,166.85
1026,19,0,19,0.0,9.31,29.56,13.8,5.61,12.31,12.31,12.31,29.56
326,19,0,19,0.0,1.75,89.0,26.73,22.18,8.7,21.98,33.67,67.35
324,19,0,19,0.0,8.99,220.6,52.68,59.87,17.63,24.85,57.97,171.37
127,19,0,19,0.0,5.0,20.0,9.26,5.13,5.0,10.0,10.0,20.0
304,19,0,19,0.0,0.0,261.52,48.12,77.43,2.48,10.59,66.06,225.22
422,18,0,18,0.0,10.89,345.0,103.13,99.75,28.0,70.22,131.12,311.0
491,18,0,18,0.0,24.99,509.95,174.83,147.7,60.25,135.66,254.98,457.26
220,18,0,18,0.0,0.89,13.99,3.23,3.07,1.84,1.98,4.4,7.19
271,18,0,18,0.0,9.0,99.99,32.51,24.49,15.95,27.4,33.1,74.49
1037,18,0,18,0.0,1.0,400.0,78.65,111.79,1.82,43.14,91.0,285.25
132,18,0,18,0.0,4.0,20.0,7.44,3.97,5.0,5.0,10.0,11.5
111,18,0,18,0.0,0.89,99.99,70.19,36.45,48.42,89.99,89.99,99.99
920,18,0,18,0.0,0.89,93.25,13.39,21.87,2.38,8.07,12.65,46.66
674,18,0,18,0.0,2.39,105.4,35.42,29.7,15.0,22.48,48.32,89.76
865,17,0,17,0.0,1.0,463.69,124.15,131.37,21.27,94.0,157.76,361.99
303,17,0,17,0.0,5.99,229.58,62.0,74.58,13.58,22.66,78.02,207.55
913,17,0,17,0.0,4.71,109.31,32.9,36.43,9.88,19.9,29.17,103.25
639,17,0,17,0.0,1.0,122.72,24.41,41.52,2.0,4.8,14.9,118.24
615,17,0,17,0.0,1.0,114.94,14.57,28.98,3.0,3.5,7.1,63.79
796,17,0,17,0.0,4.77,98.4,20.84,24.62,6.89,11.5,25.0,67.54
956,17,0,17,0.0,12.31,29.56,16.37,7.54,12.31,12.31,12.31,29.56
690,17,0,17,0.0,14.0,152.0,51.75,38.64,20.0,29.99,69.0,117.6
644,17,0,17,0.0,0.0,359.22,133.42,140.91,10.62,28.02,228.06,359.22
155,17,0,17,0.0,0.0,282.08,66.77,76.38,4.95,37.92,108.17,177.75
903,17,0,17,0.0,10.0,169.31,61.98,46.12,28.74,52.24,90.78,143.96
385,16,0,16,0.0,2.99,193.88,61.32,55.51,22.95,45.0,94.76,159.49
592,16,0,16,0.0,0.95,222.35,63.53,61.41,17.3,41.3,96.2,150.42
519,16,0,16,0.0,10.19,309.6,71.79,74.62,20.7,58.76,77.47,194.25
929,16,0,16,0.0,1.99,76.06,19.52,17.82,9.99,13.99,23.84,45.23
664,16,0,16,0.0,8.0,170.0,79.18,59.29,23.99,68.93,134.0,168.5
442,16,0,16,0.0,10.0,276.0,71.47,70.46,15.0,52.1,100.44,186.0
192,16,0,16,0.0,9.58,522.4,149.98,149.38,24.35,133.98,201.38,421.05
689,16,0,16,0.0,4.78,179.5,66.69,50.16,36.18,50.32,73.35,169.26
780,16,0,16,0.0,0.99,192.88,59.45,64.75,6.88,30.5,110.42,162.95
279,16,0,16,0.0,1.0,116.0,31.15,40.47,1.38,2.0,59.25,97.66
437,15,0,15,0.0,834.84,1303.55,946.68,160.69,835.0,835.0,999.96,1273.34
200,15,0,15,0.0,1.51,46.4,22.71,11.63,17.7,22.6,27.39,39.94
1065,15,0,15,0.0,3.49,203.9,37.77,53.8,9.3,13.49,33.44,125.76
965,15,0,15,0.0,1.66,163.0,42.21,49.32,4.48,22.7,58.04,135.47
638,15,0,15,0.0,1.0,3.0,1.65,0.63,1.0,2.0,2.0,2.51
857,15,0,15,0.0,0.0,297.08,75.43,79.15,25.97,37.83,98.15,218.69
1054,15,0,15,0.0,0.85,100.99,20.42,27.22,4.96,10.0,19.98,65.29
781,15,0,15,0.0,0.78,122.07,38.62,40.81,6.57,27.4,48.66,112.78
959,14,0,14,0.0,4.29,104.3,30.97,34.21,9.53,13.55,48.39,93.95
339,14,0,14,0.0,4.18,60.0,22.36,15.96,10.98,19.0,28.67,52.92
834,14,0,14,0.0,3.03,153.25,27.56,39.26,10.59,10.62,26.66,88.07
767,14,0,14,0.0,0.89,148.84,42.32,58.52,1.98,4.19,84.57,138.43
992,14,0,14,0.0,0.76,47.31,4.27,12.39,1.0,1.0,1.0,17.21
1005,14,0,14,0.0,0.0,279.2,144.81,72.0,111.06,137.78,172.07,270.41
368,14,0,14,0.0,0.89,11.96,2.06,2.94,0.89,0.94,1.74,6.16
837,14,0,14,0.0,1.5,34.0,11.57,7.83,8.94,8.98,12.12,23.59
960,14,0,14,0.0,0.76,89.0,27.67,25.07,9.99,22.9,37.45,71.33
975,14,0,14,0.0,200.0,755.38,333.21,153.98,211.75,302.5,388.25,584.74
312,14,0,14,0.0,1.0,43.5,10.92,15.71,1.0,1.0,16.74,38.53
142,14,0,14,0.0,1.0,412.2,82.6,110.47,10.42,41.56,105.0,270.52
213,14,0,14,0.0,0.89,35.39,8.71,8.37,5.99,8.48,9.73,18.88
501,14,0,14,0.0,13.7,104.45,50.49,35.3,18.96,43.38,81.1,104.45
184,14,0,14,0.0,0.01,117.99,23.8,37.04,2.26,9.46,15.0,103.37
144,14,0,14,0.0,0.9,37.93,9.34,9.08,3.7,7.57,11.28,21.74
167,13,0,13,0.0,0.17,96.84,49.54,30.64,30.37,53.73,53.89,96.31
216,13,0,13,0.0,3.59,48.56,20.98,16.18,6.15,19.67,32.23,47.26
161,13,0,13,0.0,3.79,98.61,34.1,28.65,15.13,19.99,40.54,81.32
923,13,0,13,0.0,700.0,1427.0,1072.68,192.94,988.99,1084.0,1211.21,1317.45
390,13,0,13,0.0,2.04,127.87,33.44,43.21,5.66,12.74,34.1,118.77
79,13,0,13,0.0,1.0,393.46,60.23,109.29,9.99,13.31,38.25,247.98
1100,13,0,13,0.0,10.99,100.0,76.13,35.07,40.88,100.0,100.0,100.0
795,13,0,13,0.0,1.29,18.49,7.22,4.74,4.49,7.99,9.27,13.68
1035,13,0,13,0.0,0.76,1.0,0.96,0.09,1.0,1.0,1.0,1.0
70,13,0,13,0.0,2.12,130.0,23.09,32.84,11.27,12.99,19.9,70.14
739,13,0,13,0.0,0.76,0.76,0.76,0.0,0.76,0.76,0.76,0.76
348,13,0,13,0.0,6.84,104.92,50.16,34.58,18.06,48.52,75.0,99.75
890,13,0,13,0.0,1.0,25.29,10.57,9.41,1.0,7.25,19.95,23.73
493,13,0,13,0.0,25.0,378.0,124.68,99.54,60.29,109.0,188.85,277.14
805,13,0,13,0.0,2.28,66.61,18.68,17.56,11.49,11.5,23.0,51.24
770,13,0,13,0.0,0.0,74.15,29.76,23.97,11.4,22.06,54.91,63.24
431,13,0,13,0.0,8.03,258.12,99.51,85.34,15.17,90.92,145.98,228.94
623,13,0,13,0.0,0.76,11.02,5.85,3.41,3.7,5.48,8.32,10.61
293,13,0,13,0.0,10.0,150.0,46.78,37.17,25.0,50.0,50.0,107.4
994,13,0,13,0.0,0.05,88.24,24.18,25.16,5.46,19.99,30.31,65.28
736,12,0,12,0.0,7.57,89.91,40.29,25.9,24.44,33.8,55.22,82.06
1015,12,0,12,0.0,0.76,59.7,21.39,19.14,4.68,22.5,28.62,54.11
714,12,0,12,0.0,1.0,400.0,127.12,106.71,75.1,99.8,147.25,303.75
75,12,0,12,0.0,0.77,49.0,7.62,13.67,0.89,1.67,7.11,29.3
137,12,0,12,0.0,1.0,372.82,126.23,114.76,43.91,112.1,155.91,332.15
1038,12,0,12,0.0,29.7,344.07,132.46,113.16,57.1,81.94,172.36,326.29
1049,12,0,12,0.0,1.86,157.7,52.3,44.29,25.87,43.86,58.89,133.31
42,12,0,12,0.0,0.0,106.27,24.05,34.76,2.71,7.73,24.59,93.7
968,12,0,12,0.0,1.0,180.0,69.95,49.46,40.58,58.5,78.5,162.93
209,12,0,12,0.0,1.16,128.85,26.71,38.24,1.98,9.43,38.67,92.35
1067,12,0,12,0.0,3.06,44.9,22.67,13.42,11.36,20.45,34.34,41.43
884,12,0,12,0.0,30.0,379.97,182.86,95.64,120.02,184.83,241.12,315.56
256,12,0,12,0.0,0.23,39.0,20.15,12.18,14.95,15.95,21.71,39.0
397,12,0,12,0.0,0.0,328.0,69.46,111.14,4.86,10.38,73.68,293.62
917,12,0,12,0.0,1.41,112.67,26.25,30.2,6.23,20.96,30.72,73.8
122,12,0,12,0.0,0.0,119.0,40.72,39.43,13.78,24.58,50.63,116.46
378,12,0,12,0.0,0.89,80.06,34.26,34.11,5.6,14.71,77.37,78.93
584,12,0,12,0.0,19.95,102.9,51.98,24.87,38.61,45.9,56.91,99.39
311,12,0,12,0.0,0.68,7.7,2.62,2.71,0.77,0.81,4.03,7.7
1071,12,0,12,0.0,0.01,51.0,9.06,15.02,1.0,2.5,8.75,33.95
631,12,0,12,0.0,13.99,79.98,32.79,20.57,19.95,25.4,31.21,74.49
323,11,0,11,0.0,0.76,12.31,2.86,4.67,0.76,0.76,0.76,12.31
307,11,0,11,0.0,1.15,299.98,107.76,103.43,27.5,60.86,174.26,274.16
301,11,0,11,0.0,3.5,82.73,42.51,23.72,25.84,41.35,59.0,75.87
396,11,0,11,0.0,0.77,3.66,1.88,1.23,0.9,1.46,2.94,3.66
1004,11,0,11,0.0,29.99,154.89,71.87,40.21,42.56,60.0,94.6,137.55
508,11,0,11,0.0,20.0,127.3,64.36,41.78,30.0,50.0,97.35,126.15
352,11,0,11,0.0,5.91,139.61,36.08,38.71,12.4,16.71,45.76,99.28
634,11,0,11,0.0,0.0,98.99,29.02,29.71,8.04,23.84,42.46,76.94
88,11,0,11,0.0,8.0,249.0,95.28,75.77,46.98,81.79,133.73,220.5
723,11,0,11,0.0,0.01,246.68,80.12,90.65,4.3,30.0,147.1,219.86
972,11,0,11,0.0,9.49,401.2,154.07,147.28,48.82,61.8,236.54,399.1
165,11,0,11,0.0,4.57,188.89,32.33,54.31,7.54,10.0,27.64,122.82
158,11,0,11,0.0,11.85,42.0,15.22,8.99,11.85,11.85,13.58,28.65
594,11,0,11,0.0,5.54,203.42,94.28,68.61,51.25,62.9,142.25,199.21
147,11,0,11,0.0,1.21,128.3,25.26,38.4,6.38,11.34,18.77,96.37
982,11,0,11,0.0,0.76,0.76,0.76,0.0,0.76,0.76,0.76,0.76
551,11,0,11,0.0,10.0,181.5,69.1,65.35,18.23,40.0,106.55,180.25
227,11,0,11,0.0,7.55,15.0,12.0,1.7,12.16,12.16,12.16,13.58
141,11,0,11,0.0,1.1,246.68,98.35,87.73,34.9,56.65,163.85,233.81
680,11,0,11,0.0,6.36,155.65,37.33,43.36,13.5,15.0,49.54,107.1
646,11,0,11,0.0,0.0,180.95,55.33,51.18,16.38,59.57,74.08,129.18
94,11,0,11,0.0,3167.74,4457.43,3543.66,395.27,3300.73,3425.0,3596.72,4268.86
757,11,0,11,0.0,1.5,90.0,31.66,31.38,2.74,25.31,56.82,78.4
463,11,0,11,0.0,8.88,80.44,28.15,23.84,15.21,15.21,34.54,70.21
126,11,0,11,0.0,7.44,233.46,95.96,77.72,31.99,85.9,152.28,211.23
338,10,0,10,0.0,0.77,38.52,7.99,11.76,0.97,2.5,9.41,27.93
170,10,0,10,0.0,14.0,106.67,41.83,28.17,17.5,42.39,49.12,85.67
119,10,0,10,0.0,0.0,242.8,51.4,81.87,2.69,8.22,48.75,201.94
1036,10,0,10,0.0,25.0,479.94,155.01,141.91,55.89,120.96,182.32,402.57
577,10,0,10,0.0,15.5,144.0,42.86,37.28,25.12,28.5,46.25,101.05
274,10,0,10,0.0,0.12,114.0,14.77,35.13,0.82,1.98,9.33,68.1
1070,10,0,10,0.0,0.76,99.95,39.35,31.86,17.02,34.94,61.13,85.34
609,10,0,10,0.0,5.95,152.52,66.24,50.9,27.67,57.0,96.72,142.39
315,10,0,10,0.0,5.01,201.57,52.39,56.53,17.77,44.95,51.6,142.75
776,10,0,10,0.0,0.76,105.86,26.99,37.09,1.0,9.73,30.8,94.22
712,10,0,10,0.0,0.89,99.99,77.18,40.44,89.99,94.99,99.99,99.99
617,10,0,10,0.0,10.0,368.0,149.68,119.1,45.56,128.25,213.5,334.27
718,10,0,10,0.0,0.74,8.99,2.92,3.01,0.9,1.14,4.4,8.09
945,10,0,10,0.0,0.31,7.7,2.81,2.75,0.87,1.86,3.34,7.7
800,10,0,10,0.0,6.14,33.41,17.33,10.64,6.84,17.56,25.04,31.87
260,10,0,10,0.0,0.99,335.5,71.03,103.28,11.84,21.49,83.0,248.62
742,10,0,10,0.0,2.35,7.07,5.05,1.86,3.76,5.51,6.78,7.07
67,10,0,10,0.0,6.7,37.91,13.94,8.58,11.85,11.85,11.85,26.18
242,10,0,10,0.0,4.0,39.0,23.88,13.5,15.95,15.95,39.0,39.0
996,10,0,10,0.0,22.25,498.52,206.91,172.47,60.07,170.4,341.75,464.4
