Cluster,0,1,total_transactions,Fraud_Amount,Min_Amount,Max_Amount,Avg_Amount,Std_Amount,25%_Amount,50%_Amount,75%_Amount,95%_Amount
3308,237,0,237,0.0,1.0,603.06,93.38,133.95,1.0,33.0,129.94,385.12
981,221,0,221,0.0,0.99,264.82,27.38,35.77,10.82,15.95,36.0,80.0
3289,210,0,210,0.0,0.0,392.18,35.0,58.23,4.96,12.13,37.66,148.77
2027,208,0,208,0.0,1.0,305.3,49.65,51.8,15.0,26.15,70.65,156.13
979,205,0,205,0.0,0.77,231.7,29.36,38.53,9.66,15.95,37.34,101.1
2467,176,0,176,0.0,1.0,198.0,46.86,40.46,16.89,32.95,68.42,126.84
2442,168,0,168,0.0,0.02,158.1,29.8,29.19,12.0,19.95,35.47,93.46
3279,166,0,166,0.0,0.0,190.16,25.13,34.18,4.96,10.65,33.85,96.11
1944,166,0,166,0.0,2.0,209.0,41.29,43.56,12.0,24.99,58.92,141.84
995,157,0,157,0.0,0.8,255.68,27.16,46.2,2.12,11.27,27.93,119.2
1006,156,0,156,0.0,0.89,335.5,27.26,43.68,3.0,12.99,30.48,99.99
3854,130,0,130,0.0,0.76,247.91,7.11,26.66,0.76,1.0,1.0,52.9
3503,123,1,124,0.76,0.76,219.88,6.44,29.73,0.76,1.0,1.0,1.0
1247,111,0,111,0.0,0.44,236.6,36.18,55.66,1.98,12.14,46.81,180.25
1301,101,0,101,0.0,0.89,259.9,28.81,46.28,3.99,9.99,33.78,121.45
2932,96,0,96,0.0,0.01,293.68,37.39,50.95,7.46,14.61,49.3,148.5
2280,90,1,91,19.95,11.0,390.0,54.85,57.44,19.97,30.0,65.0,159.0
996,90,0,90,0.0,0.89,235.28,21.67,35.99,1.0,4.9,35.12,73.15
1082,89,0,89,0.0,0.77,89.99,13.11,15.76,2.69,7.7,16.0,49.79
2875,85,0,85,0.0,0.01,407.92,57.69,78.74,9.2,28.75,78.26,198.73
2274,83,0,83,0.0,5.95,199.0,50.22,47.2,19.95,33.0,64.92,168.0
1053,81,0,81,0.0,0.02,405.32,73.07,90.06,15.0,33.97,94.43,286.55
1063,77,0,77,0.0,1.04,658.2,107.03,142.87,29.0,44.55,120.0,409.34
807,69,0,69,0.0,1.55,128.25,13.98,16.02,11.85,11.85,11.85,11.85
1025,67,0,67,0.0,0.95,339.0,76.07,75.49,21.11,55.53,101.47,233.85
3775,67,0,67,0.0,1.0,30.6,3.29,3.86,1.0,4.0,5.0,5.0
3562,65,0,65,0.0,2.0,137.42,34.08,33.02,11.84,21.0,42.42,121.11
3877,61,0,61,0.0,1.69,203.9,29.29,30.11,12.0,25.99,35.99,69.97
3660,60,0,60,0.0,1.0,180.0,21.43,43.66,1.0,1.0,12.82,120.93
3351,60,0,60,0.0,0.68,258.99,19.15,42.7,0.89,1.94,8.62,89.99
1000,58,0,58,0.0,0.96,14.95,6.17,4.61,2.12,2.22,11.27,11.27
3762,58,0,58,0.0,1.97,220.82,45.89,47.83,10.02,28.21,59.37,144.59
1023,56,0,56,0.0,0.89,101.0,15.34,21.34,3.37,8.99,15.95,50.11
1067,49,0,49,0.0,3.48,405.1,120.81,111.03,28.0,96.0,158.0,359.06
1341,48,0,48,0.0,0.89,114.2,13.33,23.15,1.93,3.82,13.38,51.76
3744,48,0,48,0.0,1.0,220.0,21.77,55.97,1.0,1.0,1.0,178.67
3373,48,0,48,0.0,0.01,217.05,31.3,37.84,10.35,17.92,33.82,102.37
3855,46,0,46,0.0,7.72,154.23,36.95,41.0,12.31,12.31,29.56,131.41
3766,42,2,44,35.23,0.76,119.07,4.44,18.23,1.0,1.0,1.0,4.76
1007,44,0,44,0.0,0.01,175.89,37.03,39.11,6.99,27.45,50.79,112.56
1026,43,0,43,0.0,3.1,469.04,71.18,102.12,12.0,37.4,73.62,264.54
3350,43,0,43,0.0,0.75,44.99,2.77,7.0,0.89,1.0,1.79,3.59
3194,43,0,43,0.0,0.0,81.54,19.23,20.89,4.78,12.82,23.44,72.21
2854,42,0,42,0.0,0.89,118.57,18.84,25.59,1.98,8.49,25.61,60.91
2350,41,0,41,0.0,1.0,14.9,3.71,3.84,1.5,2.0,3.5,14.5
3722,40,0,40,0.0,1.0,156.72,33.43,38.92,6.6,19.96,39.48,109.6
3773,40,0,40,0.0,1.0,479.94,113.88,121.74,29.02,64.66,131.01,346.87
1923,39,0,39,0.0,4.6,239.96,68.33,60.07,19.51,50.0,100.0,200.96
2213,38,0,38,0.0,0.95,249.0,65.17,53.93,30.48,49.68,82.82,154.33
3319,38,0,38,0.0,1.0,130.51,33.69,31.25,12.27,23.23,43.7,111.81
1033,37,0,37,0.0,0.89,28.2,6.59,5.29,1.98,7.18,8.99,11.79
1022,37,0,37,0.0,0.77,57.91,9.46,9.25,2.49,11.27,11.27,12.29
2547,36,0,36,0.0,0.0,270.96,45.42,68.06,7.28,13.92,57.69,212.04
1214,35,0,35,0.0,1.0,250.0,43.79,67.03,1.0,11.91,41.32,202.46
1265,35,0,35,0.0,0.0,159.35,22.28,31.1,3.54,11.82,26.53,76.09
3312,35,0,35,0.0,1.0,79.0,4.51,13.52,1.0,1.0,1.0,13.87
3607,35,0,35,0.0,9.31,258.76,61.25,75.91,12.31,16.0,92.75,215.42
1677,35,0,35,0.0,5.0,228.0,45.84,55.4,11.02,20.0,44.5,177.0
3343,35,0,35,0.0,0.74,89.99,13.81,27.22,1.0,2.29,8.36,89.99
804,35,0,35,0.0,2.8,170.59,25.91,37.83,11.85,11.85,11.85,119.12
3530,34,0,34,0.0,0.76,212.5,10.33,38.21,0.76,0.76,0.76,56.75
2865,34,0,34,0.0,0.89,259.18,51.82,70.76,1.98,11.0,72.5,193.12
3497,32,0,32,0.0,1.0,179.7,6.87,31.58,1.0,1.0,1.0,5.05
926,32,0,32,0.0,0.89,53.77,10.38,11.07,2.91,8.99,12.15,28.09
1270,31,0,31,0.0,0.76,1.9,0.86,0.22,0.76,0.76,1.0,1.0
2927,31,0,31,0.0,0.89,179.99,22.1,39.67,1.98,9.9,18.74,100.56
2067,31,0,31,0.0,1.0,709.38,236.2,234.62,30.54,117.99,445.0,608.24
3342,30,0,30,0.0,0.76,69.38,6.08,14.17,1.0,1.14,2.82,29.23
1054,30,0,30,0.0,10.0,261.62,73.71,70.21,19.21,48.74,104.18,217.95
1324,29,0,29,0.0,0.45,39.98,4.12,7.35,0.77,1.54,4.55,7.87
1327,29,0,29,0.0,0.76,60.99,8.37,12.83,1.5,3.98,9.99,30.4
3566,28,0,28,0.0,1.0,15.2,1.51,2.68,1.0,1.0,1.0,1.0
3552,28,0,28,0.0,0.76,104.3,29.32,29.48,9.99,15.22,42.46,88.78
3243,27,0,27,0.0,0.76,80.93,17.04,20.1,4.06,12.82,18.87,62.84
2938,27,0,27,0.0,1.0,114.32,26.2,28.53,11.12,12.36,36.48,89.3
3742,27,0,27,0.0,0.76,0.76,0.76,0.0,0.76,0.76,0.76,0.76
3662,26,0,26,0.0,0.67,68.43,14.61,18.03,1.5,5.64,29.9,39.61
3036,26,0,26,0.0,0.0,118.85,22.21,28.91,4.66,10.81,28.06,71.21
2848,26,0,26,0.0,0.0,115.45,27.11,27.34,11.5,18.67,28.75,77.71
722,26,0,26,0.0,3.7,74.0,13.87,12.43,11.85,11.85,11.85,14.49
1736,26,0,26,0.0,15.0,397.5,150.88,89.13,90.67,129.89,201.97,292.46
408,25,0,25,0.0,7.86,152.15,53.71,38.81,27.49,48.32,62.59,142.67
2390,23,0,23,0.0,19.0,99.0,46.87,25.37,26.99,39.95,69.0,85.17
2887,23,0,23,0.0,0.89,150.8,35.57,46.43,3.08,12.57,46.44,127.75
628,23,0,23,0.0,2.0,242.02,54.34,63.12,12.83,23.23,80.28,169.57
3322,23,0,23,0.0,1.0,69.0,8.96,19.89,1.0,1.0,1.0,54.6
971,22,0,22,0.0,1.0,78.24,7.88,22.09,1.0,1.0,1.0,70.39
918,22,0,22,0.0,0.89,70.11,8.42,14.6,1.98,4.49,8.99,20.47
3682,22,0,22,0.0,0.0,279.2,140.46,77.17,90.32,135.19,172.07,272.51
3803,21,0,21,0.0,1.0,222.3,41.97,53.05,9.25,16.9,55.67,116.23
3784,21,0,21,0.0,4.04,151.48,43.35,42.88,13.82,21.2,64.26,118.2
1881,21,0,21,0.0,2.02,429.95,150.24,91.4,89.99,139.98,179.98,272.06
998,21,0,21,0.0,0.89,18.49,8.2,5.66,3.99,7.99,10.99,17.3
3709,20,0,20,0.0,0.89,100.96,15.16,23.11,1.98,5.08,21.38,37.8
969,20,0,20,0.0,4.66,188.31,39.27,43.43,19.07,25.09,36.62,126.76
3616,19,1,20,1.0,1.0,50.0,4.56,11.27,1.0,1.0,1.0,17.06
2914,20,0,20,0.0,0.89,22.98,6.95,6.04,2.5,5.49,9.04,18.77
2198,20,0,20,0.0,0.95,222.35,58.29,56.22,17.3,39.3,92.14,131.24
1128,19,0,19,0.0,0.0,261.52,48.12,77.43,2.48,10.59,66.06,225.22
3749,19,0,19,0.0,9.31,29.56,13.8,5.61,12.31,12.31,12.31,29.56
613,19,0,19,0.0,5.0,20.0,9.26,5.13,5.0,10.0,10.0,20.0
1878,19,0,19,0.0,13.7,157.8,55.27,40.64,22.0,49.0,87.66,109.78
1233,19,0,19,0.0,1.75,89.0,26.73,22.18,8.7,21.98,33.67,67.35
442,19,0,19,0.0,0.89,59.99,18.62,17.83,5.24,14.95,20.1,58.18
2843,18,0,18,0.0,0.89,148.84,36.16,52.56,1.98,9.74,47.41,135.22
1029,18,0,18,0.0,9.0,99.99,32.51,24.49,15.95,27.4,33.1,74.49
942,18,0,18,0.0,0.89,13.99,3.23,3.07,1.84,1.98,4.4,7.19
1085,18,0,18,0.0,2.1,97.77,26.1,27.58,10.0,15.6,26.75,81.82
1328,17,0,17,0.0,1.0,125.98,23.13,31.69,7.11,14.99,19.67,86.75
1127,17,0,17,0.0,5.99,229.58,62.0,74.58,13.58,22.66,78.02,207.55
2446,17,0,17,0.0,2.5,225.0,50.59,58.12,14.0,25.85,51.23,145.4
2918,17,0,17,0.0,4.77,98.4,20.84,24.62,6.89,11.5,25.0,67.54
2291,17,0,17,0.0,1.0,114.94,14.57,28.98,3.0,3.5,7.1,63.79
1225,16,0,16,0.0,8.99,165.9,42.16,47.18,16.28,22.31,43.94,151.48
1676,16,0,16,0.0,10.0,276.0,71.47,70.46,15.0,52.1,100.44,186.0
1943,16,0,16,0.0,10.19,309.6,71.79,74.62,20.7,58.76,77.47,194.25
860,16,0,16,0.0,9.58,522.4,149.98,149.38,24.35,133.98,201.38,421.05
1904,16,0,16,0.0,19.0,181.5,78.56,52.22,30.0,76.68,123.48,157.88
2351,15,0,15,0.0,1.0,3.0,1.65,0.63,1.0,2.0,2.0,2.51
3030,15,0,15,0.0,0.0,107.28,26.91,32.2,12.21,16.76,20.55,101.16
624,15,0,15,0.0,4.0,20.0,7.6,4.22,5.0,5.0,10.0,13.0
618,15,0,15,0.0,1.83,256.38,66.73,75.27,14.58,32.26,79.34,215.79
2353,15,0,15,0.0,1.0,82.53,11.67,22.18,1.5,4.3,5.9,54.0
884,15,0,15,0.0,1.51,46.4,22.71,11.63,17.7,22.6,27.39,39.94
1236,15,0,15,0.0,0.01,76.98,23.3,27.23,6.12,8.99,37.84,75.09
560,15,0,15,0.0,6.21,99.99,81.8,26.33,89.99,89.99,89.99,99.99
1861,14,0,14,0.0,24.99,315.42,129.46,89.96,60.25,115.5,151.46,279.38
3636,14,0,14,0.0,0.76,47.31,4.27,12.39,1.0,1.0,1.0,17.21
821,14,0,14,0.0,0.01,117.99,23.8,37.04,2.26,9.46,15.0,103.37
920,14,0,14,0.0,0.89,35.39,8.71,8.37,5.99,8.48,9.73,18.88
2191,13,0,13,0.0,11.13,125.9,62.37,35.66,45.9,45.9,82.45,125.9
2911,13,0,13,0.0,1.29,18.49,7.22,4.74,4.49,7.99,9.27,13.68
443,13,0,13,0.0,1.0,393.46,60.23,109.29,9.99,13.31,38.25,247.98
433,13,0,13,0.0,2.12,130.0,23.09,32.84,11.27,12.99,19.9,70.14
1076,13,0,13,0.0,5.0,115.95,44.77,39.82,15.0,15.0,79.65,104.88
3645,13,0,13,0.0,0.05,88.24,24.18,25.16,5.46,19.99,30.31,65.28
2757,13,0,13,0.0,0.76,0.76,0.76,0.0,0.76,0.76,0.76,0.76
3320,13,0,13,0.0,1.0,25.29,10.57,9.41,1.0,7.25,19.95,23.73
1271,13,0,13,0.0,6.84,104.92,50.16,34.58,18.06,48.52,75.0,99.75
3946,13,0,13,0.0,10.99,100.0,76.13,35.07,40.88,100.0,100.0,100.0
2846,13,0,13,0.0,0.0,74.15,29.76,23.97,11.4,22.06,54.91,63.24
2196,12,0,12,0.0,77.5,248.0,135.58,59.53,79.0,138.75,162.5,232.6
3821,12,0,12,0.0,1.86,157.7,52.3,44.29,25.87,43.86,58.89,133.31
1332,12,0,12,0.0,0.89,80.06,34.26,34.11,5.6,14.71,77.37,78.93
916,12,0,12,0.0,1.16,128.85,26.71,38.24,1.98,9.43,38.67,92.35
1014,12,0,12,0.0,0.23,39.0,20.15,12.18,14.95,15.95,21.71,39.0
3247,12,0,12,0.0,6.79,166.13,37.08,44.44,10.59,24.73,38.88,111.73
2331,12,0,12,0.0,13.99,79.98,32.79,20.57,19.95,25.4,31.21,74.49
2880,12,0,12,0.0,0.78,100.0,28.2,29.08,2.94,25.2,43.84,72.13
650,11,0,11,0.0,1.1,246.68,98.35,87.73,34.9,56.65,163.85,233.81
3200,11,0,11,0.0,0.0,113.34,31.61,39.78,6.61,14.45,33.42,108.58
1277,11,0,11,0.0,5.91,139.61,36.08,38.71,12.4,16.71,45.76,99.28
1172,11,0,11,0.0,1.0,43.5,7.95,15.59,1.0,1.0,1.0,39.25
2180,11,0,11,0.0,10.0,70.93,34.84,21.67,17.24,28.26,53.08,66.95
2207,11,0,11,0.0,5.54,203.42,94.28,68.61,51.25,62.9,142.25,199.21
2463,11,0,11,0.0,6.36,155.65,37.33,43.36,13.5,15.0,49.54,107.1
958,11,0,11,0.0,7.55,15.0,12.0,1.7,12.16,12.16,12.16,13.58
1105,11,0,11,0.0,3.5,82.73,42.51,23.72,25.84,41.35,59.0,75.87
869,11,0,11,0.0,0.0,53.19,17.36,15.16,5.98,12.16,23.12,41.51
723,11,0,11,0.0,11.85,42.0,15.22,8.99,11.85,11.85,13.58,28.65
3420,10,0,10,0.0,0.89,93.25,17.1,29.04,1.46,5.82,12.4,68.59
1060,10,0,10,0.0,1.48,117.98,27.8,35.98,6.48,12.36,39.4,87.48
2609,10,0,10,0.0,1.0,400.0,137.46,112.1,81.17,99.8,176.5,321.25
1317,10,0,10,0.0,0.89,11.96,2.19,3.48,0.89,0.89,0.97,7.79
2924,10,0,10,0.0,6.14,33.41,17.33,10.64,6.84,17.56,25.04,31.87
705,10,0,10,0.0,0.0,146.39,34.98,50.76,3.5,15.16,33.2,129.19
1302,10,0,10,0.0,7.5,50.0,27.03,17.91,11.5,22.53,42.81,50.0
1250,10,0,10,0.0,0.77,38.52,7.99,11.76,0.97,2.5,9.41,27.93
1945,10,0,10,0.0,8.0,260.0,86.75,85.93,30.5,63.0,80.92,243.8
3587,10,0,10,0.0,200.0,434.96,267.7,79.65,201.5,239.0,303.75,398.08
986,10,0,10,0.0,4.0,39.0,23.88,13.5,15.95,15.95,39.0,39.0
1254,10,0,10,0.0,4.18,49.11,21.98,12.86,15.18,19.58,28.67,41.73
866,10,0,10,0.0,0.0,38.03,11.3,12.23,1.89,8.14,14.65,32.14
423,10,0,10,0.0,6.7,37.91,13.94,8.58,11.85,11.85,11.85,26.18
3712,10,0,10,0.0,1.0,59.7,20.64,17.66,6.96,22.5,27.17,46.69
1461,9,0,9,0.0,0.0,183.57,51.55,66.3,4.85,17.04,83.4,161.59
1242,9,0,9,0.0,0.76,0.76,0.76,0.0,0.76,0.76,0.76,0.76
3904,9,0,9,0.0,1.0,20.0,6.42,7.88,1.0,4.0,5.0,20.0
1708,9,0,9,0.0,74.0,214.0,149.18,50.6,110.6,158.0,180.0,209.2
2645,9,0,9,0.0,4.99,257.4,123.78,105.58,48.0,60.5,234.0,255.72
1657,9,0,9,0.0,15.0,131.33,55.84,44.45,15.0,40.0,72.0,127.37
1701,9,0,9,0.0,11.35,403.05,185.25,137.97,66.12,189.4,279.05,367.0
670,9,0,9,0.0,0.9,13.02,7.81,4.03,6.36,8.17,11.02,12.66
2898,9,0,9,0.0,1.99,210.21,46.59,70.79,10.82,15.93,22.39,173.44
3619,9,0,9,0.0,0.77,7.68,3.2,2.69,0.92,2.31,3.84,7.53
746,9,0,9,0.0,6.82,98.61,34.84,30.69,15.13,19.99,40.54,87.09
2284,9,0,9,0.0,548.09,804.96,664.99,84.54,618.25,651.94,712.19,792.26
2431,9,0,9,0.0,21.0,170.0,100.21,56.2,68.86,114.0,149.0,164.4
1731,9,0,9,0.0,9.08,169.11,59.93,60.15,14.0,28.0,68.89,161.43
3618,9,0,9,0.0,0.76,0.76,0.76,0.0,0.76,0.76,0.76,0.76
2739,9,0,9,0.0,12.91,75.64,38.68,21.84,27.62,29.79,51.69,71.72
2047,9,0,9,0.0,10.09,122.63,31.72,35.58,15.0,15.0,35.1,89.58
3817,9,0,9,0.0,10.7,58.31,19.16,15.79,12.31,12.31,12.31,46.81
3386,9,0,9,0.0,9.88,109.31,45.89,43.78,15.43,20.01,101.0,106.28
3085,9,0,9,0.0,3.03,16.0,10.36,3.28,10.59,10.62,10.62,13.85
438,8,0,8,0.0,1.0,40.0,18.62,15.71,6.83,12.86,34.36,38.6
437,8,0,8,0.0,0.89,69.32,12.57,23.15,1.71,5.24,7.74,48.56
328,8,0,8,0.0,0.77,150.0,40.77,48.78,11.5,25.44,52.12,117.97
1015,8,0,8,0.0,0.89,5.34,2.07,1.87,1.0,1.0,2.33,5.15
3292,8,0,8,0.0,69.83,262.87,179.3,73.42,120.02,197.66,241.12,255.68
3230,8,0,8,0.0,0.76,151.33,42.97,50.14,9.3,28.09,58.34,120.28
980,8,0,8,0.0,1.0,81.9,23.94,30.67,1.86,8.32,37.38,73.54
1889,8,0,8,0.0,946.86,1166.92,1049.34,88.15,969.02,1054.29,1111.71,1160.65
963,8,0,8,0.0,7.25,226.5,83.92,83.39,15.1,60.49,134.5,204.48
351,8,0,8,0.0,219.0,708.33,554.99,160.33,485.85,594.07,663.19,706.38
2863,8,0,8,0.0,1.0,105.86,33.55,39.02,7.02,20.22,43.3,96.81
2131,8,0,8,0.0,10.0,80.0,33.02,32.09,10.0,10.0,65.15,76.85
772,8,0,8,0.0,2.71,28.24,9.92,10.1,4.39,4.8,10.53,26.76
760,8,0,8,0.0,11.41,96.84,50.97,24.3,47.89,53.81,53.89,81.81
1283,8,0,8,0.0,1.29,95.0,22.66,32.27,6.45,9.37,18.75,77.5
3707,8,0,8,0.0,0.77,3.83,2.59,0.96,2.58,2.92,2.92,3.51
555,8,0,8,0.0,3.03,119.0,44.89,48.13,9.89,25.38,68.44,118.59
1241,8,0,8,0.0,4.95,91.99,31.52,27.56,13.36,27.7,37.5,73.76
3654,8,0,8,0.0,22.25,389.0,143.48,121.84,39.8,129.43,200.0,322.85
2428,8,0,8,0.0,4.13,177.0,57.02,70.71,11.5,27.5,67.0,172.1
2866,8,0,8,0.0,2.42,36.3,19.24,11.05,12.39,16.84,27.56,34.09
3868,8,0,8,0.0,4.98,151.33,83.06,52.42,49.95,91.2,111.0,148.76
1709,8,0,8,0.0,48.5,227.0,100.4,64.61,51.32,71.25,140.83,198.23
1399,8,0,8,0.0,2.04,112.7,24.77,37.15,2.97,11.54,23.85,85.19
3516,8,0,8,0.0,0.77,7.7,3.9,2.65,2.4,3.74,4.76,7.7
2147,8,0,8,0.0,39.0,235.5,116.86,61.18,87.3,108.0,138.5,208.37
744,8,0,8,0.0,1.27,171.63,31.18,57.39,3.77,13.86,20.55,119.69
2969,8,0,8,0.0,16.0,118.8,54.3,37.31,22.99,44.8,79.5,108.72
3474,8,0,8,0.0,7.56,75.31,33.25,34.69,7.6,8.93,75.02,75.23
444,7,0,7,0.0,2.12,11.27,7.32,4.68,2.44,10.47,11.27,11.27
1018,7,0,7,0.0,7.58,39.0,19.47,13.74,9.4,15.95,27.48,39.0
1047,7,0,7,0.0,9.94,49.9,31.23,15.74,19.95,29.0,44.94,49.9
1646,7,0,7,0.0,28.0,160.0,106.9,46.69,89.9,111.0,134.75,159.4
2850,7,0,7,0.0,65.68,208.36,127.89,55.87,78.22,139.2,162.76,200.76
2079,7,0,7,0.0,1318.0,1826.6,1503.79,182.9,1391.96,1411.22,1593.38,1779.95
3027,7,0,7,0.0,0.0,39.41,10.87,15.48,0.0,0.0,18.34,34.4
1143,7,0,7,0.0,1.63,299.98,124.42,100.88,55.42,109.99,174.26,266.54
1928,7,0,7,0.0,14.17,159.0,60.15,48.38,32.25,60.0,61.7,130.17
957,7,0,7,0.0,0.0,65.1,14.54,23.32,0.38,7.55,14.17,51.26
3472,7,0,7,0.0,9.99,76.06,24.38,23.73,12.24,14.99,22.56,62.24
157,7,0,7,0.0,84.0,617.9,382.49,204.82,258.5,316.43,571.05,610.29
2882,7,0,7,0.0,0.89,115.0,28.55,40.88,4.0,9.99,32.98,93.34
163,7,0,7,0.0,1.0,129.43,38.68,51.67,3.14,9.99,62.02,118.49
1257,7,0,7,0.0,0.01,157.3,50.3,57.47,13.24,30.0,69.14,140.11
962,7,0,7,0.0,4.49,195.4,52.57,74.07,7.88,17.31,67.51,171.29
938,7,0,7,0.0,2.01,39.46,24.78,13.4,17.99,25.28,35.35,39.17
3723,7,0,7,0.0,5.64,46.03,26.17,13.48,19.93,22.25,34.71,43.88
2424,7,0,7,0.0,10.0,133.65,66.29,44.83,32.5,70.75,92.3,123.18
961,7,0,7,0.0,10.83,213.91,78.63,75.31,16.86,66.0,113.0,190.24
2684,7,0,7,0.0,1000.0,1339.3,1141.73,147.35,1011.0,1090.4,1270.2,1325.83
2024,7,0,7,0.0,18.0,245.16,104.78,71.54,74.15,90.0,116.0,212.11
3283,7,0,7,0.0,1.0,38.95,9.65,13.66,1.88,4.26,9.78,31.49
629,7,0,7,0.0,50.0,185.0,111.4,57.67,55.67,117.54,157.95,179.72
2337,7,0,7,0.0,3.61,216.94,61.94,85.67,7.72,21.71,87.95,196.92
2764,7,0,7,0.0,2.35,7.07,5.38,2.14,4.12,5.89,7.07,7.07
1299,7,0,7,0.0,19.95,154.9,52.67,49.98,21.96,24.99,62.48,132.41
3096,7,0,7,0.0,7.14,156.99,55.83,49.75,24.19,53.1,62.6,130.69
2404,7,0,7,0.0,10.0,77.8,29.82,26.26,15.0,15.0,37.98,71.26
3805,7,0,7,0.0,2.5,44.22,19.77,13.38,11.9,18.39,24.74,38.68
781,7,0,7,0.0,2.99,209.0,57.42,73.07,13.68,32.13,65.24,174.11
2053,7,0,7,0.0,826.6,1000.0,938.46,66.37,902.82,936.99,1000.0,1000.0
3856,7,0,7,0.0,33.5,144.0,76.32,34.48,61.48,65.0,84.38,126.9
1462,7,0,7,0.0,0.75,83.4,28.58,29.16,8.41,16.25,41.4,71.86
1735,7,0,7,0.0,12.0,220.42,65.35,69.84,37.5,50.0,50.0,169.29
1800,7,0,7,0.0,17.1,104.45,39.59,29.76,23.65,33.3,37.5,85.11
2963,7,0,7,0.0,79.5,374.8,222.64,101.48,150.58,251.5,275.75,352.36
695,7,0,7,0.0,0.83,166.85,38.31,58.86,7.26,9.4,38.26,130.38
1790,7,0,7,0.0,6.26,108.9,37.52,33.85,20.4,26.8,39.95,89.7
2954,7,0,7,0.0,0.92,39.99,8.98,13.86,2.38,3.76,6.72,30.3
2107,7,0,7,0.0,4.73,110.75,48.47,36.2,21.92,47.61,66.18,98.48
3034,7,0,7,0.0,3.79,99.99,37.67,36.63,11.93,23.26,56.4,92.47
3378,7,0,7,0.0,1.0,18.0,3.43,6.43,1.0,1.0,1.0,12.9
1113,7,0,7,0.0,9.99,140.63,52.49,43.18,27.88,43.9,58.56,118.88
3037,7,0,7,0.0,4.7,75.59,18.44,25.3,8.12,10.59,10.98,56.32
3524,7,0,7,0.0,0.76,7.69,2.54,2.49,0.96,1.46,2.98,6.49
3944,7,0,7,0.0,8.99,94.46,32.34,30.77,13.8,17.99,38.68,81.23
2889,7,0,7,0.0,0.99,40.99,10.7,14.09,1.48,7.98,10.98,32.28
3262,7,0,7,0.0,0.0,138.44,40.94,50.75,2.28,34.13,54.72,119.5
1734,7,0,7,0.0,20.0,150.0,90.06,64.38,22.5,132.0,141.7,150.0
2438,7,0,7,0.0,24.99,153.0,84.71,51.0,49.5,79.0,118.5,151.5
745,7,0,7,0.0,0.0,299.89,68.4,110.97,5.0,18.96,74.97,247.42
