Cluster,0,1,total_transactions,Fraud_Amount,Min_Amount,Max_Amount,Avg_Amount,Std_Amount,25%_Amount,50%_Amount,75%_Amount,95%_Amount
2523,23,0,23,0.0,19.0,99.0,46.87,25.37,26.99,39.95,69.0,85.17
1873,23,0,23,0.0,5.99,229.0,65.42,53.67,32.0,52.0,85.26,185.96
3118,23,0,23,0.0,0.89,179.99,17.64,38.1,1.54,4.99,13.22,55.88
985,22,0,22,0.0,1.0,78.24,7.88,22.09,1.0,1.0,1.0,70.39
1880,22,0,22,0.0,7.0,659.02,237.37,196.21,115.78,149.89,358.5,615.05
929,22,0,22,0.0,0.89,70.11,8.42,14.6,1.98,4.49,8.99,20.47
4070,22,0,22,0.0,37.0,411.0,173.33,86.37,114.65,200.0,219.0,280.55
1010,21,0,21,0.0,0.89,18.49,8.2,5.66,3.99,7.99,10.99,17.3
1297,21,0,21,0.0,1.5,204.84,50.83,59.63,12.14,23.0,64.72,183.94
4076,21,0,21,0.0,4.04,151.48,43.35,42.88,13.82,21.2,64.26,118.2
3982,20,0,20,0.0,0.89,100.96,15.16,23.11,1.98,5.08,21.38,37.8
3875,19,1,20,1.0,1.0,50.0,4.56,11.27,1.0,1.0,1.0,17.06
637,20,0,20,0.0,2.0,242.02,54.92,67.02,10.02,22.1,82.44,174.75
443,19,0,19,0.0,0.89,59.99,18.62,17.83,5.24,14.95,20.1,58.18
616,19,0,19,0.0,5.0,20.0,9.26,5.13,5.0,10.0,10.0,20.0
1172,19,0,19,0.0,0.0,261.52,48.12,77.43,2.48,10.59,66.06,225.22
1279,19,0,19,0.0,1.75,89.0,26.73,22.18,8.7,21.98,33.67,67.35
4023,19,0,19,0.0,9.31,29.56,13.8,5.61,12.31,12.31,12.31,29.56
2012,19,0,19,0.0,4.78,210.0,60.64,52.87,17.11,50.0,97.92,123.94
954,18,0,18,0.0,0.89,13.99,3.23,3.07,1.84,1.98,4.4,7.19
3930,18,0,18,0.0,0.67,38.45,10.56,12.97,1.66,3.74,14.05,37.22
2597,18,0,18,0.0,2.39,105.4,35.42,29.7,15.0,22.48,48.32,89.76
4058,18,0,18,0.0,1.0,400.0,78.65,111.79,1.82,43.14,91.0,285.25
3784,17,0,17,0.0,12.31,29.56,16.37,7.54,12.31,12.31,12.31,29.56
2413,17,0,17,0.0,1.0,114.94,14.57,28.98,3.0,3.5,7.1,63.79
2583,17,0,17,0.0,2.5,225.0,50.59,58.12,14.0,25.85,51.23,145.4
2641,17,0,17,0.0,14.0,152.0,51.75,38.64,20.0,29.99,69.0,117.6
1271,16,0,16,0.0,8.99,165.9,42.16,47.18,16.28,22.31,43.94,151.48
997,16,0,16,0.0,4.66,188.31,44.74,46.93,21.37,29.68,40.03,139.72
3073,16,0,16,0.0,0.89,30.71,9.41,9.22,1.79,7.4,12.92,27.03
2022,16,0,16,0.0,10.19,309.6,71.79,74.62,20.7,58.76,77.47,194.25
867,16,0,16,0.0,9.58,522.4,149.98,149.38,24.35,133.98,201.38,421.05
4098,16,0,16,0.0,1.0,222.3,41.48,59.05,6.86,15.85,46.24,142.75
2640,16,0,16,0.0,4.78,179.5,66.69,50.16,36.18,50.32,73.35,169.26
3542,16,0,16,0.0,1.0,69.0,9.06,20.34,1.0,1.0,1.0,55.5
2313,16,0,16,0.0,0.95,222.35,63.53,61.41,17.3,41.3,96.2,150.42
1406,16,0,16,0.0,2.99,193.88,61.32,55.51,22.95,45.0,94.76,159.49
1738,16,0,16,0.0,10.0,276.0,71.47,70.46,15.0,52.1,100.44,186.0
621,15,0,15,0.0,1.83,256.38,66.73,75.27,14.58,32.26,79.34,215.79
627,15,0,15,0.0,4.0,20.0,7.6,4.22,5.0,5.0,10.0,13.0
1966,15,0,15,0.0,57.18,429.95,167.22,94.57,109.97,139.98,209.48,319.43
562,15,0,15,0.0,6.21,99.99,81.8,26.33,89.99,89.99,89.99,99.99
895,15,0,15,0.0,1.51,46.4,22.71,11.63,17.7,22.6,27.39,39.94
4186,15,0,15,0.0,3.49,203.9,37.77,53.8,9.3,13.49,33.44,125.76
4142,15,0,15,0.0,0.85,100.99,20.42,27.22,4.96,10.0,19.98,65.29
2481,15,0,15,0.0,1.0,3.0,1.65,0.63,1.0,2.0,2.0,2.51
2484,15,0,15,0.0,1.0,82.53,11.67,22.18,1.5,4.3,5.9,54.0
3218,15,0,15,0.0,0.0,107.28,26.91,32.2,12.21,16.76,20.55,101.16
931,14,0,14,0.0,0.89,35.39,8.71,8.37,5.99,8.48,9.73,18.88
828,14,0,14,0.0,0.01,117.99,23.8,37.04,2.26,9.46,15.0,103.37
1932,14,0,14,0.0,24.99,315.42,129.46,89.96,60.25,115.5,151.46,279.38
3791,14,0,14,0.0,4.29,104.3,30.97,34.21,9.53,13.55,48.39,93.95
1128,14,0,14,0.0,2.1,97.77,24.83,28.09,11.25,15.6,20.0,85.57
3019,14,0,14,0.0,0.89,148.84,42.32,58.52,1.98,4.19,84.57,138.43
3896,14,0,14,0.0,0.76,47.31,4.27,12.39,1.0,1.0,1.0,17.21
1177,14,0,14,0.0,5.99,229.58,57.64,70.96,14.82,22.66,69.85,206.31
3952,14,0,14,0.0,0.0,279.2,144.81,72.0,111.06,137.78,172.07,270.41
3128,13,0,13,0.0,2.28,66.61,18.68,17.56,11.49,11.5,23.0,51.24
3539,13,0,13,0.0,1.0,25.29,10.57,9.41,1.0,7.25,19.95,23.73
3022,13,0,13,0.0,0.0,74.15,29.76,23.97,11.4,22.06,54.91,63.24
4054,13,0,13,0.0,0.76,1.0,0.96,0.09,1.0,1.0,1.0,1.0
2931,13,0,13,0.0,0.76,0.76,0.76,0.0,0.76,0.76,0.76,0.76
3905,13,0,13,0.0,0.05,88.24,24.18,25.16,5.46,19.99,30.31,65.28
4315,13,0,13,0.0,10.99,100.0,76.13,35.07,40.88,100.0,100.0,100.0
1323,13,0,13,0.0,6.84,104.92,50.16,34.58,18.06,48.52,75.0,99.75
432,13,0,13,0.0,2.12,130.0,23.09,32.84,11.27,12.99,19.9,70.14
3091,13,0,13,0.0,1.29,18.49,7.22,4.74,4.49,7.99,9.27,13.68
4190,12,0,12,0.0,3.06,44.9,22.67,13.42,11.36,20.45,34.34,41.43
4059,12,0,12,0.0,29.7,344.07,132.46,113.16,57.1,81.94,172.36,326.29
1386,12,0,12,0.0,0.89,80.06,34.26,34.11,5.6,14.71,77.37,78.93
2309,12,0,12,0.0,77.5,248.0,135.58,59.53,79.0,138.75,162.5,232.6
2462,12,0,12,0.0,13.99,79.98,32.79,20.57,19.95,25.4,31.21,74.49
1388,12,0,12,0.0,1.0,125.98,22.24,33.73,7.54,14.33,17.76,73.63
927,12,0,12,0.0,1.16,128.85,26.71,38.24,1.98,9.43,38.67,92.35
1040,12,0,12,0.0,0.23,39.0,20.15,12.18,14.95,15.95,21.71,39.0
2011,11,0,11,0.0,11.3,239.96,112.45,69.7,64.98,109.98,147.94,219.96
1149,11,0,11,0.0,3.5,82.73,42.51,23.72,25.84,41.35,59.0,75.87
1981,11,0,11,0.0,20.0,127.3,64.36,41.78,30.0,50.0,97.35,126.15
1122,11,0,11,0.0,5.0,115.95,41.85,42.08,13.75,15.0,79.7,106.72
1961,11,0,11,0.0,13.7,104.45,44.86,32.22,18.95,33.8,53.68,102.22
1071,11,0,11,0.0,9.0,99.99,39.08,29.38,14.92,29.99,59.9,84.99
971,11,0,11,0.0,7.55,15.0,12.0,1.7,12.16,12.16,12.16,13.58
2084,11,0,11,0.0,3.0,150.0,55.69,52.85,14.5,34.0,84.42,146.45
1218,11,0,11,0.0,1.0,43.5,7.95,15.59,1.0,1.0,1.0,39.25
727,11,0,11,0.0,11.85,42.0,15.22,8.99,11.85,11.85,13.58,28.65
2324,11,0,11,0.0,5.54,203.42,94.28,68.61,51.25,62.9,142.25,199.21
3395,11,0,11,0.0,0.0,113.34,31.61,39.78,6.61,14.45,33.42,108.58
654,11,0,11,0.0,1.1,246.68,98.35,87.73,34.9,56.65,163.85,233.81
1330,11,0,11,0.0,5.91,139.61,36.08,38.71,12.4,16.71,45.76,99.28
1097,10,0,10,0.0,1.48,117.98,27.8,35.98,6.48,12.36,39.4,87.48
1299,10,0,10,0.0,0.77,38.52,7.99,11.76,0.97,2.5,9.41,27.93
1305,10,0,10,0.0,4.18,49.11,21.98,12.86,15.18,19.58,28.67,41.73
1125,10,0,10,0.0,20.0,658.2,251.38,258.92,36.95,124.98,471.67,631.6
1354,10,0,10,0.0,7.5,50.0,27.03,17.91,11.5,22.53,42.81,50.0
2394,10,0,10,0.0,5.95,152.52,66.24,50.9,27.67,57.0,96.72,142.39
2023,10,0,10,0.0,8.0,260.0,86.75,85.93,30.5,63.0,80.92,243.8
3654,10,0,10,0.0,0.89,93.25,17.1,29.04,1.46,5.82,12.4,68.59
999,10,0,10,0.0,4.0,39.0,23.88,13.5,15.95,15.95,39.0,39.0
423,10,0,10,0.0,6.7,37.91,13.94,8.58,11.85,11.85,11.85,26.18
2417,10,0,10,0.0,10.0,368.0,149.68,119.1,45.56,128.25,213.5,334.27
709,10,0,10,0.0,0.0,146.39,34.98,50.76,3.5,15.16,33.2,129.19
4220,10,0,10,0.0,0.76,99.95,39.35,31.86,17.02,34.94,61.13,85.34
3985,10,0,10,0.0,1.0,59.7,20.64,17.66,6.96,22.5,27.17,46.69
1371,10,0,10,0.0,0.89,11.96,2.19,3.48,0.89,0.89,0.97,7.79
3843,10,0,10,0.0,200.0,434.96,267.7,79.65,201.5,239.0,303.75,398.08
1047,10,0,10,0.0,0.99,335.5,71.03,103.28,11.84,21.49,83.0,248.62
3100,10,0,10,0.0,1.78,15.98,6.29,4.41,3.0,5.14,8.73,12.95
3281,9,0,9,0.0,3.03,16.0,10.36,3.28,10.59,10.62,10.62,13.85
3877,9,0,9,0.0,0.76,0.76,0.76,0.0,0.76,0.76,0.76,0.76
3620,9,0,9,0.0,9.88,109.31,45.89,43.78,15.43,20.01,101.0,106.28
4221,9,0,9,0.0,1.0,20.0,6.42,7.88,1.0,4.0,5.0,20.0
749,9,0,9,0.0,6.82,98.61,34.84,30.69,15.13,19.99,40.54,87.09
3832,9,0,9,0.0,9.49,401.2,175.69,155.6,45.95,178.16,280.0,399.52
674,9,0,9,0.0,0.9,13.02,7.81,4.03,6.36,8.17,11.02,12.66
4110,9,0,9,0.0,10.7,58.31,19.16,15.79,12.31,12.31,12.31,46.81
448,9,0,9,0.0,1.0,151.0,29.07,47.23,9.35,11.45,26.26,105.9
4039,9,0,9,0.0,7.38,99.1,54.64,37.43,17.43,68.98,87.45,96.86
1290,9,0,9,0.0,0.76,0.76,0.76,0.0,0.76,0.76,0.76,0.76
3237,9,0,9,0.0,1.0,66.38,27.6,24.64,11.0,16.94,45.49,64.36
1771,9,0,9,0.0,74.0,214.0,149.18,50.6,110.6,158.0,180.0,209.2
1764,9,0,9,0.0,11.35,403.05,185.25,137.97,66.12,189.4,279.05,367.0
2913,9,0,9,0.0,12.91,75.64,38.68,21.84,27.62,29.79,51.69,71.72
2818,9,0,9,0.0,4.99,257.4,123.78,105.58,48.0,60.5,234.0,255.72
2401,9,0,9,0.0,548.09,804.96,664.99,84.54,618.25,651.94,712.19,792.26
1719,9,0,9,0.0,15.0,131.33,55.84,44.45,15.0,40.0,72.0,127.37
2409,9,0,9,0.0,1.0,43.48,8.0,13.41,3.2,4.0,5.0,28.41
3078,9,0,9,0.0,1.99,210.21,46.59,70.79,10.82,15.93,22.39,173.44
1795,9,0,9,0.0,9.08,169.11,59.93,60.15,14.0,28.0,68.89,161.43
779,8,0,8,0.0,2.71,28.24,9.92,10.1,4.39,4.8,10.53,26.76
3106,8,0,8,0.0,4.95,26.21,14.02,7.49,11.12,11.5,14.88,25.79
3709,8,0,8,0.0,7.56,75.31,33.25,34.69,7.6,8.93,75.02,75.23
3751,8,0,8,0.0,0.77,7.7,3.9,2.65,2.4,3.74,4.76,7.7
767,8,0,8,0.0,11.41,96.84,50.97,24.3,47.89,53.81,53.89,81.81
2259,8,0,8,0.0,39.0,235.5,116.86,61.18,87.3,108.0,138.5,208.37
1041,8,0,8,0.0,0.89,5.34,2.07,1.87,1.0,1.0,2.33,5.15
1959,8,0,8,0.0,946.86,1166.92,1049.34,88.15,969.02,1054.29,1111.71,1160.65
4056,8,0,8,0.0,25.0,200.0,95.27,58.19,48.1,96.78,123.76,175.25
3067,8,0,8,0.0,0.78,49.32,23.1,21.66,2.13,20.23,43.84,48.86
2243,8,0,8,0.0,10.0,80.0,33.02,32.09,10.0,10.0,65.15,76.85
3043,8,0,8,0.0,2.42,36.3,19.24,11.05,12.39,16.84,27.56,34.09
3924,8,0,8,0.0,7.07,57.01,27.95,20.35,9.98,23.22,41.36,57.01
3947,8,0,8,0.0,29.99,154.89,68.65,43.91,30.44,57.26,94.21,134.06
3040,8,0,8,0.0,1.0,105.86,33.55,39.02,7.02,20.22,43.3,96.81
3980,8,0,8,0.0,0.77,3.83,2.59,0.96,2.58,2.92,2.92,3.51
978,8,0,8,0.0,7.25,226.5,83.92,83.39,15.1,60.49,134.5,204.48
2638,8,0,8,0.0,2.39,76.69,23.33,27.97,5.48,10.5,28.85,69.8
3127,8,0,8,0.0,1.0,114.32,45.57,41.72,11.61,39.74,61.52,108.96
438,8,0,8,0.0,0.89,69.32,12.57,23.15,1.71,5.24,7.74,48.56
328,8,0,8,0.0,0.77,150.0,40.77,48.78,11.5,25.44,52.12,117.97
3454,8,0,8,0.0,10.59,166.13,50.79,49.57,28.26,35.61,48.1,131.51
557,8,0,8,0.0,3.03,119.0,44.89,48.13,9.89,25.38,68.44,118.59
1289,8,0,8,0.0,4.95,91.99,31.52,27.56,13.36,27.7,37.5,73.76
1285,8,0,8,0.0,4.38,58.09,21.43,21.41,7.1,10.14,31.42,55.5
439,8,0,8,0.0,1.0,40.0,18.62,15.71,6.83,12.86,34.36,38.6
1460,8,0,8,0.0,2.04,112.7,24.77,37.15,2.97,11.54,23.85,85.19
3437,8,0,8,0.0,0.76,151.33,42.97,50.14,9.3,28.09,58.34,120.28
3157,8,0,8,0.0,16.0,118.8,54.3,37.31,22.99,44.8,79.5,108.72
3510,8,0,8,0.0,69.83,262.87,179.3,73.42,120.02,197.66,241.12,255.68
351,8,0,8,0.0,219.0,708.33,554.99,160.33,485.85,594.07,663.19,706.38
1336,8,0,8,0.0,1.29,95.0,22.66,32.27,6.45,9.37,18.75,77.5
907,7,0,7,0.0,2.99,38.95,17.83,13.31,10.02,14.32,24.26,37.33
2857,7,0,7,0.0,1000.0,1339.3,1141.73,147.35,1011.0,1090.4,1270.2,1325.83
4296,7,0,7,0.0,1.29,84.8,14.19,31.15,1.64,2.69,3.64,60.46
4158,7,0,7,0.0,33.5,144.0,76.32,34.48,61.48,65.0,84.38,126.9
4042,7,0,7,0.0,6.99,120.98,41.28,41.1,15.12,19.72,55.51,105.4
2159,7,0,7,0.0,826.6,1000.0,938.46,66.37,902.82,936.99,1000.0,1000.0
2219,7,0,7,0.0,4.73,110.75,48.47,36.2,21.92,47.61,66.18,98.48
2626,7,0,7,0.0,16.48,125.9,57.78,37.29,32.95,48.98,73.6,111.83
2537,7,0,7,0.0,10.0,77.8,29.82,26.26,15.0,15.0,37.98,71.26
444,7,0,7,0.0,2.12,11.27,7.32,4.68,2.44,10.47,11.27,11.27
2632,7,0,7,0.0,5.0,52.34,16.76,16.06,10.0,10.0,15.0,41.14
788,7,0,7,0.0,2.99,209.0,57.42,73.07,13.68,32.13,65.24,174.11
2558,7,0,7,0.0,10.0,133.65,66.29,44.83,32.5,70.75,92.3,123.18
2266,7,0,7,0.0,14.8,120.0,70.11,42.2,38.0,75.0,102.5,120.0
4115,7,0,7,0.0,1.86,157.7,44.73,52.69,16.34,29.85,45.5,126.89
748,7,0,7,0.0,0.0,299.89,68.4,110.97,5.0,18.96,74.97,247.42
631,7,0,7,0.0,50.0,185.0,111.4,57.67,55.67,117.54,157.95,179.72
2697,7,0,7,0.0,0.15,7.7,2.79,3.37,0.83,0.89,4.58,7.7
4096,7,0,7,0.0,2.5,44.22,19.77,13.38,11.9,18.39,24.74,38.68
2938,7,0,7,0.0,2.35,7.07,5.38,2.14,4.12,5.89,7.07,7.07
699,7,0,7,0.0,0.83,166.85,38.31,58.86,7.26,9.4,38.26,130.38
2125,7,0,7,0.0,18.0,245.16,104.78,71.54,74.15,90.0,116.0,212.11
3064,7,0,7,0.0,0.99,40.99,10.7,14.09,1.48,7.98,10.98,32.28
4333,7,0,7,0.0,1.0,35.0,13.97,10.58,10.0,11.5,15.15,30.02
3491,7,0,7,0.0,0.0,143.48,47.6,49.52,16.26,27.14,65.01,121.9
1798,7,0,7,0.0,20.0,150.0,90.06,64.38,22.5,132.0,141.7,150.0
