Cluster,0,1,total_transactions,Fraud_Amount,Min_Amount,Max_Amount,Avg_Amount,Std_Amount,25%_Amount,50%_Amount,75%_Amount,95%_Amount
4012,12,0,12,0.0,4.29,104.3,33.43,36.53,8.75,13.05,61.34,95.54
4247,12,0,12,0.0,1.78,32.11,11.32,11.21,3.17,5.32,17.62,30.1
2761,12,0,12,0.0,2.39,76.0,24.13,23.42,9.15,13.78,29.71,66.65
2174,12,0,12,0.0,5.76,125.29,48.29,33.79,18.92,53.84,60.75,97.03
2752,12,0,12,0.0,15.0,105.4,47.62,29.28,23.13,44.28,64.32,95.28
1433,12,0,12,0.0,1.0,125.98,22.24,33.73,7.54,14.33,17.76,73.63
2809,12,0,12,0.0,14.0,109.0,46.48,32.67,19.99,29.49,69.0,103.5
934,12,0,12,0.0,1.16,128.85,26.71,38.24,1.98,9.43,38.67,92.35
1454,12,0,12,0.0,4.99,109.02,43.15,30.92,22.95,40.1,48.54,98.56
4685,12,0,12,0.0,1.0,158.84,48.72,51.26,8.61,45.0,59.37,134.95
2008,12,0,12,0.0,24.99,315.42,130.84,97.34,46.5,115.41,173.96,284.93
4324,12,0,12,0.0,29.7,344.07,132.46,113.16,57.1,81.94,172.36,326.29
982,11,0,11,0.0,7.55,15.0,12.0,1.7,12.16,12.16,12.16,13.58
2224,11,0,11,0.0,5.0,160.0,73.03,56.75,17.02,79.0,118.17,150.75
1502,11,0,11,0.0,1.0,49.99,14.94,18.47,2.4,4.99,21.8,48.48
1372,11,0,11,0.0,5.91,139.61,36.08,38.71,12.4,16.71,45.76,99.28
2035,11,0,11,0.0,13.7,104.45,44.86,32.22,18.95,33.8,53.68,102.22
657,11,0,11,0.0,1.1,246.68,98.35,87.73,34.9,56.65,163.85,233.81
4387,11,0,11,0.0,1.0,99.0,26.35,29.66,6.5,14.8,35.8,77.49
2055,11,0,11,0.0,20.0,127.3,64.36,41.78,30.0,50.0,97.35,126.15
730,11,0,11,0.0,11.85,42.0,15.22,8.99,11.85,11.85,13.58,28.65
1155,11,0,11,0.0,5.0,115.95,41.85,42.08,13.75,15.0,79.7,106.72
2094,11,0,11,0.0,4.78,108.0,41.53,37.8,15.21,22.0,70.69,101.92
3588,11,0,11,0.0,0.0,113.34,31.61,39.78,6.61,14.45,33.42,108.58
2086,11,0,11,0.0,11.3,239.96,112.45,69.7,64.98,109.98,147.94,219.96
1094,11,0,11,0.0,9.0,99.99,39.08,29.38,14.92,29.99,59.9,84.99
1253,11,0,11,0.0,1.0,43.5,7.95,15.59,1.0,1.0,1.0,39.25
1181,11,0,11,0.0,3.5,82.73,42.51,23.72,25.84,41.35,59.0,75.87
2159,11,0,11,0.0,3.0,150.0,55.69,52.85,14.5,34.0,84.42,146.45
2456,11,0,11,0.0,5.54,203.42,94.28,68.61,51.25,62.9,142.25,199.21
3870,10,0,10,0.0,0.89,93.25,17.1,29.04,1.46,5.82,12.4,68.59
4183,10,0,10,0.0,8.49,42.6,22.0,10.87,19.99,19.99,19.99,40.98
712,10,0,10,0.0,0.0,146.39,34.98,50.76,3.5,15.16,33.2,129.19
2532,10,0,10,0.0,5.95,152.52,66.24,50.9,27.67,57.0,96.72,142.39
4244,10,0,10,0.0,1.0,59.7,20.64,17.66,6.96,22.5,27.17,46.69
1396,10,0,10,0.0,7.5,50.0,27.03,17.91,11.5,22.53,42.81,50.0
1345,10,0,10,0.0,4.18,49.11,21.98,12.86,15.18,19.58,28.67,41.73
2100,10,0,10,0.0,8.0,260.0,86.75,85.93,30.5,63.0,80.92,243.8
1125,10,0,10,0.0,1.48,117.98,27.8,35.98,6.48,12.36,39.4,87.48
423,10,0,10,0.0,6.7,37.91,13.94,8.58,11.85,11.85,11.85,26.18
4070,10,0,10,0.0,200.0,434.96,267.7,79.65,201.5,239.0,303.75,398.08
1415,10,0,10,0.0,0.89,11.96,2.19,3.48,0.89,0.89,0.97,7.79
3257,10,0,10,0.0,0.89,12.57,4.87,4.26,1.42,3.08,7.74,11.54
1158,10,0,10,0.0,20.0,658.2,251.38,258.92,36.95,124.98,471.67,631.6
4772,10,0,10,0.0,3.6,33.19,7.91,9.13,3.6,3.6,8.0,22.02
2772,10,0,10,0.0,3.2,25.0,13.42,7.42,10.0,13.5,15.0,25.0
1335,10,0,10,0.0,0.77,38.52,7.99,11.76,0.97,2.5,9.41,27.93
1826,9,0,9,0.0,11.35,403.05,185.25,137.97,66.12,189.4,279.05,367.0
3699,9,0,9,0.0,0.9,60.29,13.46,18.79,5.41,6.02,7.0,46.06
449,9,0,9,0.0,1.0,151.0,29.07,47.23,9.35,11.45,26.26,105.9
3254,9,0,9,0.0,1.99,210.21,46.59,70.79,10.82,15.93,22.39,173.44
4686,9,0,9,0.0,5.99,64.99,29.29,20.54,13.03,22.8,41.88,60.99
751,9,0,9,0.0,6.82,98.61,34.84,30.69,15.13,19.99,40.54,87.09
1858,9,0,9,0.0,9.08,169.11,59.93,60.15,14.0,28.0,68.89,161.43
677,9,0,9,0.0,0.9,13.02,7.81,4.03,6.36,8.17,11.02,12.66
2993,9,0,9,0.0,4.99,257.4,123.78,105.58,48.0,60.5,234.0,255.72
4432,9,0,9,0.0,5.0,212.58,58.55,63.02,23.8,42.81,42.81,166.51
3474,9,0,9,0.0,3.03,16.0,10.36,3.28,10.59,10.62,10.62,13.85
1780,9,0,9,0.0,15.0,131.33,55.84,44.45,15.0,40.0,72.0,127.37
3088,9,0,9,0.0,12.91,75.64,38.68,21.84,27.62,29.79,51.69,71.72
1833,9,0,9,0.0,74.0,214.0,149.18,50.6,110.6,158.0,180.0,209.2
3836,9,0,9,0.0,9.88,109.31,45.89,43.78,15.43,20.01,101.0,106.28
3279,9,0,9,0.0,1.29,10.48,5.58,3.65,1.98,4.49,8.92,10.0
2215,9,0,9,0.0,449.04,981.95,692.86,190.77,535.8,734.92,824.33,943.13
4060,9,0,9,0.0,9.49,401.2,175.69,155.6,45.95,178.16,280.0,399.52
4395,9,0,9,0.0,10.7,58.31,19.16,15.79,12.31,12.31,12.31,46.81
4443,9,0,9,0.0,0.89,144.19,45.54,45.63,9.41,42.81,47.62,120.5
4302,9,0,9,0.0,7.38,99.1,54.64,37.43,17.43,68.98,87.45,96.86
2547,9,0,9,0.0,1.0,43.48,8.0,13.41,3.2,4.0,5.0,28.41
2539,9,0,9,0.0,548.09,804.96,664.99,84.54,618.25,651.94,712.19,792.26
4527,9,0,9,0.0,1.0,20.0,6.42,7.88,1.0,4.0,5.0,20.0
4117,9,0,9,0.0,0.76,0.76,0.76,0.0,0.76,0.76,0.76,0.76
1325,9,0,9,0.0,0.76,0.76,0.76,0.0,0.76,0.76,0.76,0.76
2897,8,0,8,0.0,0.0,75.1,23.93,27.44,10.62,10.62,25.57,69.7
1324,8,0,8,0.0,4.95,91.99,31.52,27.56,13.36,27.7,37.5,73.76
3243,8,0,8,0.0,0.78,49.32,23.1,21.66,2.13,20.23,43.84,48.86
3215,8,0,8,0.0,1.0,105.86,33.55,39.02,7.02,20.22,43.3,96.81
4238,8,0,8,0.0,0.77,3.83,2.59,0.96,2.58,2.92,2.92,3.51
1430,8,0,8,0.0,0.89,78.0,29.77,32.19,5.6,14.71,50.88,77.82
3630,8,0,8,0.0,0.76,151.33,42.97,50.14,9.3,28.09,58.34,120.28
438,8,0,8,0.0,1.0,40.0,18.62,15.71,6.83,12.86,34.36,38.6
1520,8,0,8,0.0,2.04,112.7,24.77,37.15,2.97,11.54,23.85,85.19
3346,8,0,8,0.0,16.0,118.8,54.3,37.31,22.99,44.8,79.5,108.72
2806,8,0,8,0.0,2.39,76.69,23.33,27.97,5.48,10.5,28.85,69.8
3217,8,0,8,0.0,2.42,36.3,19.24,11.05,12.39,16.84,27.56,34.09
2169,8,0,8,0.0,27.99,200.7,83.15,53.59,54.57,73.61,90.73,167.2
558,8,0,8,0.0,3.03,119.0,44.89,48.13,9.89,25.38,68.44,118.59
2810,8,0,8,0.0,25.9,129.65,57.84,35.52,35.17,44.75,69.31,115.32
2371,8,0,8,0.0,10.0,80.0,33.02,32.09,10.0,10.0,65.15,76.85
2387,8,0,8,0.0,39.0,235.5,116.86,61.18,87.3,108.0,138.5,208.37
835,8,0,8,0.0,0.01,117.99,23.59,40.64,0.01,9.0,18.13,91.67
328,8,0,8,0.0,0.77,150.0,40.77,48.78,11.5,25.44,52.12,117.97
3713,8,0,8,0.0,69.83,262.87,179.3,73.42,120.02,197.66,241.12,255.68
351,8,0,8,0.0,219.0,708.33,554.99,160.33,485.85,594.07,663.19,706.38
1320,8,0,8,0.0,4.38,58.09,21.43,21.41,7.1,10.14,31.42,55.5
991,8,0,8,0.0,7.25,226.5,83.92,83.39,15.1,60.49,134.5,204.48
3288,8,0,8,0.0,1.78,15.98,6.46,4.59,3.66,5.14,8.24,13.53
783,8,0,8,0.0,2.71,28.24,9.92,10.1,4.39,4.8,10.53,26.76
2033,8,0,8,0.0,946.86,1166.92,1049.34,88.15,969.02,1054.29,1111.71,1160.65
4195,8,0,8,0.0,29.99,154.89,68.65,43.91,30.44,57.26,94.21,134.06
3693,8,0,8,0.0,3.26,22.66,13.12,7.49,6.63,13.42,18.2,22.64
1055,8,0,8,0.0,0.89,5.34,2.07,1.87,1.0,1.0,2.33,5.15
1378,8,0,8,0.0,1.29,95.0,22.66,32.27,6.45,9.37,18.75,77.5
2573,8,0,8,0.0,104.5,464.0,265.15,131.22,166.16,250.0,368.52,439.53
3925,8,0,8,0.0,7.56,75.31,33.25,34.69,7.6,8.93,75.02,75.23
771,8,0,8,0.0,11.41,96.84,50.97,24.3,47.89,53.81,53.89,81.81
4325,8,0,8,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1224,7,0,7,0.0,1.63,299.98,124.42,100.88,55.42,109.99,174.26,266.54
988,7,0,7,0.0,4.49,195.4,52.57,74.07,7.88,17.31,67.51,171.29
1190,7,0,7,0.0,9.99,140.63,52.49,43.18,27.88,43.9,58.56,118.88
2616,7,0,7,0.0,3.61,216.94,61.94,85.67,7.72,21.71,87.95,196.92
792,7,0,7,0.0,2.99,209.0,57.42,73.07,13.68,32.13,65.24,174.11
4776,7,0,7,0.0,5.6,60.0,26.31,19.35,10.45,28.89,34.4,53.7
4264,7,0,7,0.0,1.0,27.68,11.04,11.24,1.0,6.64,19.96,25.38
3113,7,0,7,0.0,2.35,7.07,5.38,2.14,4.12,5.89,7.07,7.07
